,MM_individual,Premium_individual,Costs_individual,Transfers_individual,Premium_individual_pmm,Costs_individual_pmm,Transfers_individual_pmm
72,202.0,68830.0,123885.46,-40592.4,340.74257425742576,613.2943564356436,-200.95247524752477
73,22876.0,9807595.0,8941213.0,-115235.31,428.7285801713586,390.85561286938275,-5.037388966602553
74,230438.0,105005537.0,105532273.0,9791489.44,455.6780435518447,457.9638471085498,42.49077600048603
75,187043.0,57736325.1,33021025.17559849,-23491264.75,308.6794218441749,176.54242701196245,-125.59285699010388
76,82544.0,36465371.66999999,35046006.27382124,-1713529.97,441.76889501356834,424.5736367733723,-20.758988781740648
77,10567.0,4656797.6,4845846.23,,440.69249550487365,458.582968676067,
78,444015.0,187024958.0,479433200.0,53436905.52,421.2131527088049,1079.7680258549824,120.349324955238
79,4585.0,1634767.0,2504367.0,173278.24,356.54678298800434,546.2087241003271,37.7924187568157
80,890026.0,239276326.00577003,322392216.64743537,-41180913.97,268.8419506910697,362.2278637336835,-46.269338165401905
81,829731.0,231648599.0,261842374.0,-7630792.84,279.18518049825786,315.57501648124514,-9.1967069327288
82,4469.0,1024383.0,2636489.0,98569.13,229.21973595882747,589.9505482210785,22.056193779368986
83,,,,,,,
84,135223.0,44349854.0,54965967.0,6541514.95,327.97566981948336,406.48385999423175,48.375756712985215
85,90880.0,35996954.0,46141581.0,10417522.17,396.0932438380282,507.7198613556338,114.62942528609155
86,1201.0,647029.81,767349.24,,538.7425562031641,638.9252622814321,
87,65551.0,24627126.0,29021855.0,1562462.46,375.6941312870894,442.7370291833839,23.835829506796234
88,2857.0,1259820.1499999994,2795911.49,2379976.29,440.95910045502256,978.61795239762,833.0333531676584
89,19084.0,9615388.77,8685449.61,,503.8455653950953,455.1168313770698,
90,138751.0,41906992.590626895,49664673.435,6064407.53,302.0302022372948,357.94101256927877,43.70712665133945
91,193986.0,61543183.634,65114183.225,29925.42,317.2558000783562,335.66434291649915,0.15426587485694843
92,87852.0,23166217.33,18871983.9891,664060.25,263.6959583162591,214.81564436893868,7.5588518189682645
93,,,,,,,
94,534111.0,181263174.244,148064739.164,-318263.67,339.37360257324787,277.21716864846445,-0.5958755202570252
95,1504.0,754995.49,928849.03,168907.5,501.99168218085106,617.5857912234043,112.30551861702128
96,20210.0,8327280.45,12051717.3,2513503.26,412.0376274121722,596.3244581890153,124.3692855022266
97,310694.0,141690627.0,212669755.0,18515843.4,456.0455850450926,684.4990730429297,59.59511094517435
98,7471.0,4981886.02,4654320.68,,666.82987819569,622.984965868023,
99,93291.0,35918919.04,31853805.4,-621770.44,385.0201953028695,341.44564213053775,-6.664849127997341
100,65695.0,27024135.59,21847286.23,-164216.71,411.3575704391506,332.55630154501864,-2.4996835375599358
101,27086.0,12920412.57,14534404.08,1159270.36,477.0144196263753,536.6020852100717,42.79961456102784
102,399.0,260782.68,197148.41,,653.5906766917293,494.10629072681706,
103,11204.0,4087279.69,2760050.1223229608,-1899004.88,364.80539896465547,246.3450662551732,-169.49347375937165
104,439258.0,194807925.73,183674757.7277596,4456584.71,443.4931765158517,418.14778041096486,10.145710971684068
105,11893.0,5746681.99,8209998.99,2156886.02,483.1986874632137,690.3219532498108,181.35760699571176
106,44378.0,16848251.0,19155290.0,905352.48,379.6532290774708,431.63932579205914,20.400930190635
107,654579.0,280767787.03000003,281199270.2,25538509.66,428.92880313911695,429.58797975492644,39.01516800875066
108,7637.0,3105679.0,5626276.0,1551767.81,406.66217100955873,736.7128453581249,203.19075684169178
109,,,,,,,
110,204238.0,95596346.48,94063469.84283228,-6912671.83,468.06346752318376,460.55812259634484,-33.84615903994359
111,482538.0,169320298.01999998,166089425.65856674,-26170707.17,350.8952621762431,344.19968097552265,-54.23553620647493
112,,,,,,,
113,,,-16.66,,,,
114,4233.0,989112.32,15388473.43,,233.66697850224426,3635.358712497047,
115,,,,,,,
116,181.0,103401.8,12905.09,,571.2806629834255,71.29883977900552,
117,7547.0,2045560.4,1150528.64,-254043.25,271.04285146415793,152.44847489068502,-33.66148800848019
118,78795.0,30954934.21,34339711.12,3510581.06,392.8540416270068,435.8107890094549,44.55334805507964
119,110036.0,33188114.25,30505235.97000001,-1630614.05,301.61142035333893,277.2295973136065,-14.818914264422553
120,28987.0,8721639.0,9746356.0,-1625923.79,300.88105012591853,336.23196605374824,-56.09148204367475
121,23387.0,8127670.650000001,7114111.22,-1832345.1,347.52942446658403,304.1908419207252,-78.34887330568264
122,358.0,142305.26,59814.41,,397.5007262569833,167.07935754189944,
123,12516.0,4569217.03,4965220.65,-743159.52,365.07007270693515,396.7098633748802,-59.37675934803452
124,,,,2779948.94,,,
125,279.0,79509.0,42692.0,,284.97849462365593,153.0179211469534,
126,814.0,412018.92,430624.65,,506.1657493857494,529.0229115479116,
127,4600.0,1972578.68,1133510.71,-245126.83,428.82145217391303,246.41537173913042,-53.28844130434782
128,,,,,,,
129,2948.0,986662.0,772875.0,40682.47,334.6886024423338,262.1692672998643,13.800023744911805
130,37.0,44598.83,-11362466.1354,-279.3,1205.373783783784,-307093.6793351351,-7.548648648648649
131,6204216.0,2399215802.77,2407327472.99,368933330.5,386.70732978510097,388.01477462905865,59.46493972808168
132,197146.0,81792203.05,116989596.14,10189460.6,414.88137243464234,593.4160274111572,51.68484574883588
133,485275.0,153265045.82,124845466.75,-28025200.75,315.83132413579926,257.2674602029777,-57.75117356138272
134,168528.0,55062372.0,50135453.0,-148477.46,326.72536314440333,297.4903458179056,-0.8810254675780879
135,111.0,196528.25,635771.1170135455,193747.7,1770.5247747747749,5727.667720842752,1745.474774774775
136,34529.0,12535255.490000002,10352181.89,-2790586.53,363.0355784992326,299.81122795331464,-80.81863158504444
137,99351.0,40411166.72,40149485.54345126,814327.97,406.7514843333233,404.1175785191015,8.196474821592133
138,1110889.0,481493023.5,549283125.4800003,81745567.9,433.43036387973956,494.4536542174783,73.58572089560704
139,3470273.0,1188746061.4998102,1144224613.9529998,-135056370.8,342.55116571514986,329.72178671620355,-38.918082467863485
140,10292.0,3189781.0,4324035.0,544782.95,309.9281966575981,420.1355421686747,52.93266129032258
141,2136.0,835630.0,581247.0,,391.2125468164794,272.1193820224719,
142,158.0,75514.52,53235.14,,477.94,336.9312658227848,
143,38845.0,21615308.07,17434902.57,,556.4502013129103,448.83260574076456,
144,497891.0,238338961.0,448394923.0,73421679.32,478.69706622533846,900.5885284128453,147.46536756036963
145,741265.0,248150190.0,203700851.0,-62496825.44,334.76582598665794,274.80165797656707,-84.31104320317296
146,1722261.0,586687204.0,333655952.1,-218903904.1,340.649416087341,193.7313520424605,-127.10263084398937
147,37045.0,18538858.37,20950336.53,2314125.36,500.44158105007426,565.5374957484141,62.467954109866376
148,2827355.0,798433547.06,727386476.85,-110567546.0,282.3959308470284,257.2674732568072,-39.10635417200882
149,778753.0,316317240.0,490160774.0,35074237.06,406.18429720334944,629.4175097880843,45.03897520780016
150,,,,,,,
151,1434483.0,550885456.07,697124928.44,14572435.15,384.03066196671557,485.9764308395429,10.158667024983915
152,280.0,125.65,3921.93,,0.44875000000000004,14.006892857142857,
153,18268.0,7453747.0,7254775.727989506,700760.1,408.022060433545,397.1302675711356,38.359979198598644
154,7636.0,4216909.92,3195481.36,,552.2406914614982,418.4758198009429,
155,1312.0,41041.0,198363.0,-166901.91,31.28125,151.19131097560975,-127.21182164634146
156,187352.0,64261869.34859996,27042932.64781481,-26584661.51,343.0007117543446,144.34290879101803,-141.8968653123532
157,41870.0,15021291.46,13064460.97,-1502492.36,358.7602450441844,312.0243842846907,-35.88469930737999
158,231548.0,60196665.78,44044679.37979999,-2261208.38,259.97488978527133,190.2183537745953,-9.765613954773956
159,,,,,,,
160,270.0,243554.01,163690.47,,902.0518888888889,606.261,
161,176902.0,59247314.0,86145427.0,10590785.72,334.9160212999288,486.96694780160766,59.868094877389744
162,18.0,15253.299999999988,17190.80201125357,1983.9,847.4055555555549,955.044556180754,110.21666666666667
163,873.0,348635.46,588424.27,,399.35333333333335,674.0255097365407,
164,15247.0,6050468.51,8094148.9124,1622203.69,396.8300983800092,530.8682962156489,106.3949426116613
165,59.0,31164.0,103869.42,,528.2033898305085,1760.4986440677965,
166,126026.0,53132280.58,89861489.51,9760768.12,421.59777014266894,713.0392895910368,77.45043181565708
167,223797.0,67911724.15759999,43566063.28059851,-13768906.67,303.4523436757418,194.66777159925516,-61.524089554372935
168,,,,-58546619.35,,,
169,1329937.0,388444221.092,358677256.28000003,-15389290.74,292.0771593631879,269.69492260159694,-11.571443414236915
170,6138.0,1688342.0,1012820.0,,275.0638644509612,165.0081459758879,
171,44469.0,16818343.0,23889040.0,3938467.33,378.20375992264275,537.2065933571702,88.5665818885066
172,260103.0,110547996.0,91511228.51,,425.0162281865261,351.82688592596014,
173,,,,,,,
174,1023.0,223213.0,152912.0,370.93,218.19452590420332,149.47409579667644,0.36259042033235583
175,11225.0,4721469.34,8614071.95,586323.62,420.62087661469934,767.4006191536747,52.23373006681514
176,,,,,,,
177,940354.0,259367562.61,233200810.61,,275.81906666000253,247.99257578528938,
178,151336.0,55822683.76,78554433.0,4679043.57,368.8658598086377,519.0730097267009,30.91824529523709
179,248398.0,80536607.94999999,68980935.35999998,-14644018.02,324.22405957374855,277.70326395542634,-58.953848340163766
180,263617.0,92779598.0,98734595.0,2627520.08,351.9484631112561,374.53804193204536,9.967187548602707
181,3442073.0,1157687889.9542172,1574761849.3990002,68541368.02,336.33449666936673,457.50390808068283,19.9128164975002
182,,,,,,,
183,308670.0,91329533.0,125172066.0,15467100.5,295.8808209414585,405.5206725629313,50.10885573589918
184,4.0,836.0,,,209.0,,
185,,,,,,,
186,226746.0,61802512.0,67622713.0,-15467100.5,272.562744215995,298.2311176382384,-68.21333342153775
187,,,,,,,
188,616196.0,201598194.82,218553382.55,-10780079.07,327.16569860888416,354.68159895552714,-17.494561908873152
189,121898.0,25305558.0,32017398.0,-4391485.66,207.59617056883624,262.6572872401516,-36.02590411655647
190,739.0,408588.0,840584.0,160860.73,552.893098782138,1137.4614343707713,217.67351826792964
191,,,,,,,
192,12.0,18039.0,20933.0,,1503.25,1744.4166666666667,
193,,,,,,,
194,29.0,15787.94,18378.66,,544.4117241379311,633.7468965517241,
195,608.0,237862.13,74051.1,,391.2206085526316,121.79457236842106,
196,1768.0,611530.0,638330.0,,345.88800904977376,361.04638009049773,
197,36399.0,12243011.0,9924785.0,-244924.54,336.35569658507103,272.66641940712657,-6.728881013214649
198,10554.0,4079846.93,5848206.17,-1753954.62,386.56878245215086,554.1222446465795,-166.18861284820923
199,1505991.0,466896242.0,470969260.0,16573829.24,310.02591781756996,312.73046120461544,11.005264467051928
200,1474.0,615416.0,729492.0,435753.94,417.51424694708277,494.9063772048847,295.6268249660787
201,,,,,,,
202,,,,,,,
203,521.0,186913.12,156641.77,,358.7583877159309,300.6559884836852,
204,278361.0,81043959.0,154031972.0,9855840.04,291.1469602422753,553.3532786561336,35.40668426970732
205,7920.0,2280755.0,1914234.0,137386.95,287.97411616161617,241.6962121212121,17.346837121212122
206,216324.0,56230235.0,81455972.0,-6390206.43,259.93525914831457,376.5461622381243,-29.539979059188994
207,,,,,,,
208,126390.0,31416377.0,20804518.0,1002953.94,248.56695149932747,164.60572830128964,7.935389983384761
209,13.0,7649.37,2034.58,,588.4130769230769,156.50615384615384,
210,16.0,3344.0,715.5,,209.0,44.71875,
211,270.0,83730.0,14761.0,,310.1111111111111,54.67037037037037,
212,11749.0,3156976.0,5057888.0,-37955.58,268.7016767384458,430.4951910800919,-3.230537066984424
213,34541.0,7143434.0,8342078.866933582,600458.28,206.81028343128457,241.5123727435101,17.383928664485683
214,337.0,60670.37,28072.34,-16255.24,180.03077151335313,83.3007121661721,-48.23513353115727
215,1019070.0,290413106.99,366301108.39969856,-5152221.99,284.97856574131316,359.44646432502043,-5.055807736465601
216,11737.0,4028987.04,3811020.9,-702032.46,343.27230467751554,324.7014484110079,-59.81362017551333
217,96.0,14461.0,,,150.63541666666666,,
218,275330.0,92073345.0,102635610.0,-1326442.96,334.41087059165363,372.77307231322413,-4.817647768132786
219,,,,,,,
220,24.0,31253.30000000001,60705.3763877256,-76.03,1302.2208333333338,2529.3906828219,-3.1679166666666667
221,2645.0,1057632.37,416438.84,,399.8610094517959,157.44379584120983,
222,80734.0,21936657.94,17308858.939999998,-644379.33,271.7152369509748,214.39367478385807,-7.981511259196868
223,6478135.0,2068327690.0,2620797653.0,23056950.67,319.2782629568541,404.5605182664455,3.5591957669915804
224,12.0,4451.16,19587.4,,370.93,1632.2833333333335,
225,,,,,,,
226,5992.0,2096598.0,1271982.0,,349.89953271028037,212.28004005340455,
227,128.0,40386.17,8992.64,,315.516953125,70.255,
228,12865.0,4870781.6200003,4513915.8769,730433.28,378.6071993781811,350.8679266925767,56.77678041197046
229,,,,,,,
230,12.0,14551.92,3803.39,,1212.66,316.94916666666666,
231,18886.0,7425714.26,6383004.59,-368112.74,393.1861834162872,337.9754627766599,-19.491302552155034
232,117846.0,36490055.0,37441924.0,5250022.24,309.64186310948185,317.7190910170901,44.54985523479796
233,86198.0,30799902.728042,25580582.551,4859821.84,357.31574663033945,296.765383779206,56.379751734378985
234,16369.0,4679028.8922,1271944.2142316015,-2232448.52,285.84696024192067,77.70445440965248,-136.3827063351457
235,36698.0,12785277.03,10256028.67,-670691.43,348.3916570385307,279.47105210093196,-18.275966810180392
236,229.0,17740.0,15380.2,-8129.85,77.46724890829694,67.16244541484717,-35.501528384279474
237,414794.0,127889882.83914328,183230368.37417576,-22604098.38,308.3214386879831,441.73823240976424,-54.49475734943128
238,3229.0,740957.0,602404.0,26867.72,229.46949519975226,186.5605450603902,8.320755651904614
239,3303.0,1841854.78,1709451.63,,557.6308749621556,517.5451498637602,
240,168861.0,52262152.79,50920827.36,-5367684.26,309.49806521340037,301.554695045037,-31.78759014810998
241,29.0,538.16,4345.89,,18.557241379310344,149.85827586206898,
242,,,,,,,
243,1348881.0,538041022.8510001,494138475.284,-13429318.84,398.87953262815626,366.3321488582017,-9.955895916689464
244,561.0,230269.61,60378.7,,410.46276292335114,107.62691622103387,
245,9312.0,4856198.49,4363185.98,79692.27,521.4989787371135,468.55519544673547,8.55801868556701
246,,,,-8064367.37,,,
247,,,,,,,
248,310475.0,143149170.83,191255324.16,13324209.36,461.0650481681295,616.0087741686126,42.91556279893711
249,175956.0,70833855.12,76193125.79,-8198015.22,402.5657273409262,433.0237433790266,-46.59127975175612
250,,,,,,,
251,,,,,,,
252,,,,,,,
253,111408.0,40754310.0,43521941.03,-7085738.88,365.811342093925,390.6536427366078,-63.60170616113744
254,203446.0,73953771.20000021,54159873.27796608,-18119292.96,363.5056535886683,266.2125245911253,-89.06192778427692
255,211299.0,103834074.08000349,109330228.32783006,17928174.59,491.4082607111415,517.4195255435665,84.847418066342
256,5900.0,2624740.62,2069099.3,-233538.83,444.87129152542377,350.6947966101695,-39.582852542372876
257,2194.0,1022172.57,749367.48,,465.894516864175,341.5530902461258,
258,158525.0,62672128.89070003,41910124.08089376,-8090.12,395.345395935657,264.3754870266126,-0.051033717079325025
259,12.0,22.0,,,1.8333333333333333,,
260,150303.0,55542965.0,84176799.0,15394607.15,369.53996260886345,560.0473643240654,102.42381822052786
261,6522.0,1705257.0,1170953.0,,261.46228150873964,179.53894510886232,
262,,,,,,,
263,105258.0,36172211.59,57228856.8685,8411678.81,343.65284909460564,543.7007815890479,79.91486452336164
264,692644.0,220132355.0,284277498.0,17980150.06,317.8145699666784,410.42367796443773,25.958717696247998
265,52893.0,10922316.9,11120538.0675,129998.03,206.4983438262152,210.24593173954966,2.457754901404723
266,212523.0,53701829.0,66859475.0,-11980761.66,252.68713974487468,314.5987728387045,-56.37395321918098
267,36.0,26610.160000000003,80378.07940460596,4300.78,739.1711111111113,2232.7244279057213,119.4661111111111
268,19843.0,6597045.54,7867083.1,325366.78,332.4621045204858,396.4664163684927,16.397055888726506
269,,,,,,,
270,857.0,175437.0,148699.0,12212.08,204.71061843640607,173.5110851808635,14.249801633605601
271,,,133.99,,,,
272,641288.0,163491388.53,187931271.11,-18755986.82,254.94222335362582,293.0528422643181,-29.247369075984583
273,165451.0,45094200.14,55453253.68999999,-1458451.11,272.55320390931456,335.1642098869151,-8.815003294026631
274,29203.0,10792425.0,11634598.0,838285.82,369.5656268191624,398.4042050474266,28.7054693010992
275,2813.0,690716.26,398728.39,,245.54435122644864,141.74489512975472,
276,309590.0,86715627.10999994,103606226.78835638,12904886.1,280.0982819535513,334.65624467313665,41.68379501921896
277,401.0,197729.86,44840.81,,493.0919201995012,111.82246882793017,
278,,,,,,,
279,427.0,175461.0,184816.0,,410.91569086651054,432.824355971897,
280,189064.0,51957088.4900003,55892517.14350001,3404519.29,274.8121720158269,295.62749726812086,18.007231889730463
281,35805.0,8818172.0,13346144.0,1187533.23,246.2832565284178,372.74525904203324,33.166687054880605
282,216.0,117157.12,104418.16,,542.3940740740741,483.41740740740744,
283,319.0,87921.25,27455.87,,275.6152037617555,86.06855799373041,
284,916.0,180760.0,94276.0,,197.33624454148472,102.92139737991266,
285,1020298.0,297745092.262,253014028.12,3129303.34,291.8216954870048,247.98051953448893,3.0670483917443727
286,51.0,18184.0,123278.52830094815,,356.54901960784315,2417.2260451166303,
287,56561.0,11993627.340000065,11147992.217404844,-3862217.41,212.04765368363473,197.09680199085668,-68.28410760064355
288,314.0,88014.12,25073.73,,280.2997452229299,79.8526433121019,
289,13076.0,3446377.59,2092053.89,-1451612.01,263.5651261853778,159.9918851330682,-111.01346053839094
290,486.0,154888.51,211868.39152822032,-53971.89,318.70063786008234,435.94319244489776,-111.05327160493827
291,,,,,,,
292,623708.0,221493442.32764772,324284775.72576433,-2353554.57,355.12361926999125,519.9304413696223,-3.7734878661168363
293,778.0,423520.1,166012.12,,544.3703084832905,213.38318766066837,
294,599791.0,224819726.0,202707594.0,-30654005.69,374.8301091546889,337.96371402705273,-51.10781203785986
295,322.0,180964.0,1301182.0,235529.13,562.0,4040.9378881987577,731.4569254658385
296,,,,,,,
297,20764.0,8172343.0,7963945.0,-317760.3,393.58230591408204,383.5458004238104,-15.303424195723366
298,348378.0,141085363.9,139128345.93,-16112496.42,404.9778226524063,399.36030957752786,-46.25003995659887
299,248033.0,72076866.8460134,70634494.8765,-2526804.46,290.5938598735386,284.7786176698262,-10.187372083553399
300,15331.0,5107939.55,4578883.32,198496.43,333.17719326854086,298.6682747374601,12.947389602765638
301,287238.0,74287655.86,119232310.90670002,-8658833.22,258.62753486655663,415.0993632691358,-30.145152173458946
302,84352.0,36491283.0,35727199.9,-261974.85,432.60720551972685,423.54893659901364,-3.1057337111153265
303,7895.0,3230043.86,2202185.69,,409.12525142495247,278.9342229259025,
304,78262.0,19409194.68,12798652.92,-9447131.62,248.00279420408373,163.53598068027907,-120.71160486570749
305,226.0,138756.0,115687.0,,613.9646017699115,511.8893805309734,
306,,,,,,,
307,1471589.0,545121264.0,646659307.0,67544981.11,370.43037424172104,439.4292883406984,45.899351727962085
308,2558.0,2307543.0,2184281.0,,902.0887412040656,853.9018764659891,
309,129455.0,68889815.0,68596735.0,,532.1526012900235,529.8886485651385,
310,15810.0,6049869.1121999975,2862510.9529405264,,382.66091791271333,181.05698627074804,
311,5476.0,3167887.19,3646002.74,,578.5038696128561,665.8149634769906,
312,54482.0,25232898.0,25529506.0,,463.14191843177565,468.58606512242574,
313,135389.0,63734606.66999998,72589175.31077889,,470.7517351483502,536.1526808734749,
314,5867.0,3904718.0,7432948.0,,665.5391170956195,1266.9077893301517,
315,590554.0,211691538.77905965,269160627.38619614,,358.462627937597,455.7764868008618,
316,592588.0,304248807.0,331241353.0,,513.4238408472665,558.9741152368931,
317,200.0,138890.06351238664,195992.1,,694.4503175619332,979.9605,
318,688066.0,207545372.0,151069668.0,,301.6358488865894,219.55694366528792,
319,56185.0,13457110.0,7964463.0,,239.51428317166503,141.75425825398239,
320,282386.0,83798266.0,61347073.42628569,,296.75078084607594,217.24544923008114,
321,83136.0,36503435.73669797,32574554.69,,439.0809725834533,391.8224919409161,
322,,,,,,,
323,120352.0,30878843.46000001,25117387.64279139,,256.57108697819734,208.69937884531532,
324,568.0,11199.55,6216.41,,19.7175176056338,10.944383802816901,
325,2914.0,1417059.83,1293575.05,,486.2936959505834,443.91731297186,
326,1994245.0,542184203.79,550886744.48,-16434375.57,271.87442054010415,276.23824779803886,-8.240900977562937
327,27649.0,8397232.7,6850854.38,-1146080.38,303.70836919960936,247.77946327172774,-41.45106079785887
328,4317.0,1553035.0,3564937.0,1034979.8,359.7486680565207,825.7903636784804,239.7451470928886
329,6662.0,2650550.76,3724009.19,596980.74,397.86111678174717,558.99267337136,89.60983788652057
330,670981.0,214100821.73,226180077.86,22545287.16,319.0862658257089,337.08864760701124,33.60048520002802
331,1665.0,818143.05,953204.31,,491.3772072072072,572.4950810810811,
332,319.0,119536.79,163878.64999999994,,374.7234796238244,513.7261755485891,
333,1657.0,150911.86,125088.95,,91.07535304767651,75.49121907060953,
334,7335.0,2167727.03,1461037.56,,295.53197409679615,199.1871247443763,
335,1479.0,882196.92,638634.77,,596.482028397566,431.80173766058147,
336,47868.0,15266749.0,15460626.0,-3443885.2,318.9343402690733,322.9845826021559,-71.94545834377872
337,287296.0,87409483.0,83733862.0,-17702319.36,304.2488687625306,291.4550219982179,-61.6170060147026
338,306744.0,99853831.58,114469208.05,14549412.84,325.52823064183815,373.1750516717523,47.43177646506533
339,3228.0,1222730.1800000002,2854907.904829077,208585.27,378.78877942998764,884.4200448665047,64.61749380421313
340,688724.0,291354380.0,339462243.31014127,2738773.24,423.0350329014235,492.8857471354872,3.976590390345044
341,260198.0,93504165.992,86563583.55299999,-3917017.08,359.3577429188541,332.6835085319641,-15.053986118263785
342,342.0,142985.64,32681.709999999995,,418.0866666666667,95.56055555555554,
343,2633.0,780401.94,602279.6099999999,-207447.42,296.39268515001896,228.74273072540822,-78.78747436384353
344,36.0,25614.06,1742.34,,711.5016666666667,48.39833333333333,
