,MM_smallgroup,Premium_smallgroup,Costs_smallgroup,Transfers_smallgroup,Premium_smallgroup_pmm,Costs_smallgroup_pmm,Transfers_smallgroup_pmm
0,21271.0,12664923.580000002,9197791.2,557129.08,595.4080005641484,432.40991020638427,26.19195524422923
1,229779.0,144782006.0,119355363.0,1742413.11,630.0924192376152,519.4354706043633,7.582995443447835
2,18371.0,10672948.0,8839633.0,-1465993.25,580.9671765282238,481.1732077731207,-79.79931685809156
3,13952.0,7707229.0,6519983.0,607207.25,552.4103354357799,467.31529529816515,43.52116184059633
4,26851.0,15752997.0,17436392.0,-683234.43,586.681948530781,649.375889166139,-25.445399798890172
5,15344.0,9001250.05,6963257.9,-757521.8,586.6299563347237,453.80982142857147,-49.369251824817525
6,352.0,144607.0,58120.0,-18832.66,410.81534090909093,165.11363636363637,-53.501875
7,,,,,,,
8,600.0,312294.59,178180.78068922425,-18268.78,520.4909833333334,296.96796781537375,-30.447966666666666
9,2748598.0,1037985643.0,925380722.0,1891994.1,377.6418534103568,336.673723112656,0.6883487872726387
10,361.0,161997.0,58674.0,47439.27,448.7451523545706,162.53185595567868,131.41072022160665
11,26.0,12409.06,24222.98,2012.29,477.27153846153846,931.6530769230769,77.39576923076923
12,8661.0,2918364.27,2063650.91,-397175.98,336.95465535157604,238.26935804179655,-45.85798175730285
13,43907.0,15441009.62,10064562.75,-724205.96,351.6753506274626,229.22455986516957,-16.49408886965632
14,32297.0,10995201.0,9181390.0,-782962.27,340.4403195343221,284.2799640833514,-24.242569588506672
15,,,,,,,
16,228567.0,72271125.0,58152950.36638401,681450.22,316.1922981007757,254.42408731962186,2.981402477172995
17,99994.0,32648720.64,23669676.06,-737381.21,326.5067968078085,236.71096325779544,-7.374254555273316
18,1253.0,493690.0,457228.0,-271493.27,394.0063846767757,364.9066241021548,-216.67459696727855
19,,,,-17495.48,,,
20,769.0,319796.0,190438.0,-7856.65,415.8595578673602,247.6436931079324,-10.216710013003901
21,,,-186.04,,,,
22,,,,-41289.01,,,
23,,,,,,,
24,,,,,,,
25,12604.0,4974702.45,2760652.33,-578563.2,394.6923556013964,219.02985798159315,-45.903141859727064
26,172403.0,56825418.0,47574840.0,-272007.5,329.60805786442234,275.9513465542943,-1.5777422666658933
27,801647.0,267635950.81568483,209858412.01719105,1078908.44,333.857609166734,261.78406707340145,1.345864750943994
28,194778.0,70145789.94,50297245.48,9059.95,360.13199611865815,258.22857550647404,0.046514236720779555
29,11220.0,4127235.78,3893834.397145255,65077.18,367.84632620320855,347.04406391668937,5.800105169340464
30,1810.0,810502.43,601267.7245,91590.58,447.79139779005527,332.19211298342543,50.602530386740334
31,84.0,15676.0,1233.0,-9938.88,186.61904761904762,14.678571428571429,-118.32
32,143566.0,44719432.7089045,33178093.69784433,-1948641.42,311.49041353039365,231.09993799259107,-13.573140019224606
33,7592.0,2473540.35,1257745.76,-34081.48,325.8087921496312,165.6672497365648,-4.489130663856692
34,346823.0,118681253.0,117182463.0,7584973.03,342.1954512820661,337.8739674127725,21.869867425170764
35,534916.0,195866820.08,145270378.09,-837227.17,366.1636968795101,271.57605696969244,-1.5651563423042123
36,99.0,31687.0,2069.0,-5153.41,320.07070707070704,20.8989898989899,-52.05464646464646
37,6774.0,1747501.0,1330336.0,-788993.84,257.9718039563035,196.3885444346029,-116.47384706229701
38,,,,,,,
39,53171.0,20201523.7050126,13618650.79493997,900266.16,379.93499661493297,256.12929594967125,16.931525831750392
40,,,,,,,
41,432.0,202496.0,167812.0,-47954.99,468.74074074074076,388.4537037037037,-111.0069212962963
42,12255.0,4839333.0,4433262.0,543121.99,394.8864137086903,361.7512851897185,44.318399836801305
43,,,,,,,
44,8249.0,3101209.64,2263015.870000001,296497.65,375.94976845678264,274.3382070554008,35.94346587465147
45,32712.0,9775481.0,8469641.0,355617.92,298.8347089752996,258.9154133039863,10.871176326730252
46,455517.0,159280216.5,118616677.66,4970157.33,349.6690935793834,260.4001116533521,10.9110249013758
47,421935.0,121674782.02,84061129.65,-4599781.33,288.3732850320547,199.2276764193537,-10.901634920070627
48,1943.0,869968.0,601956.0,-35.55,447.7447246525991,309.8075141533711,-0.018296448790530107
49,,,,,,,
50,,,-1250.68,,,,
51,94918.0,27815453.0,24120460.08,-4432593.99,293.04718809920143,254.11892454539705,-46.69919288227734
52,14475.0,4462893.0,3195871.0,-1913246.31,308.3173056994819,220.78556131260794,-132.175910880829
53,570.0,258313.0,104019.0,-56070.83,453.18070175438595,182.48947368421054,-98.36987719298246
54,314.0,133931.23,104438.69,23085.14,426.5325796178344,332.6072929936306,73.51955414012738
55,,,,,,,
56,1022238.0,337262208.90000004,248828172.43,-55802137.54,329.9253294242633,243.4151072744312,-54.588205036400524
57,9945.0,5920956.0,5432660.0,765550.26,595.3701357466064,546.2704876822523,76.978407239819
58,3947887.0,1750753489.413,1458397205.6,98210694.17,443.4659577168749,369.41209452043586,24.87677437829401
59,,,,,,,
60,7695.0,3644309.0,3677035.0,,473.5944119558155,477.84730344379466,
61,8079938.0,2983114933.0,2490587862.0,-86677086.3,369.20022567004844,308.2434372639988,-10.727444480390815
62,633699.0,266667327.79,213726023.12,26507101.9,420.81071264117503,337.2674142140038,41.82916794882112
63,23217.0,8254775.56,6249229.4106219085,-1540479.6,355.54875996037384,269.1661028824529,-66.3513632252229
64,403312.0,170708196.66,124249202.98,-1290603.41,423.26585040861664,308.07216988336575,-3.200012422144642
65,2868.0,1394371.0,816255.3766979711,358925.34,486.1823570432357,284.6078719309523,125.14830543933056
66,,,,,,,
67,39028.0,13241261.78,11155960.17,-3431344.78,339.27595008711694,285.8450386901712,-87.9200773803423
68,3924.0,822417.0,374748.0,-161102.44,209.58639143730886,95.50152905198777,-41.05566768603466
69,1788573.0,633783264.0,503613635.0,-9525637.47,354.3513538446572,281.57287122191826,-5.325830966921675
70,439.0,741179.95,421267.9061,23570.86,1688.3370159453302,959.6079865603646,53.69216400911162
71,2367193.0,1138115945.0,860075290.0,19822043.9,480.78713691701523,363.3312915338969,8.373649254623514
72,,,,,,,
73,138.0,64559.0,54875.0,,467.8188405797101,397.6449275362319,
74,176700.0,62810594.0,53121556.0,-5238158.44,355.4645953593662,300.6313299377476,-29.64436015846067
75,,,,,,,
76,352835.0,129558888.08777,120106568.0023694,3553914.02,367.1939804377967,340.4043476479641,10.072453186333556
77,492637.0,221185666.01,159934797.05,3006738.38,448.98305651016875,324.65039582897754,6.1033547622285775
78,1101301.0,523499009.0,453657210.0,11418011.12,475.34598533915795,411.928446446521,10.367747890903576
79,,,,,,,
80,26597.0,8133944.304230001,7731296.6725645475,-819602.44,305.8218710467346,290.68303464919154,-30.8155972478099
81,627193.0,241799979.0,190494669.0,951160.48,385.5272284607768,303.72575746221656,1.5165355480689358
82,,,,,,,
83,1216.0,807360.0,405897.0,-124133.71,663.9473684210526,333.796875,-102.08364309210526
84,,,322.0,,,,
85,2771.0,933644.0,552974.0,,336.93395885961746,199.55756044749188,
86,50195.0,19127535.3,13077323.98,-1520187.65,381.06455423847,260.5304109971113,-30.285639007869307
87,29964.0,12225711.0,7771165.0,-1750013.59,408.013315979175,259.35005339741025,-58.40387097850755
88,,,,,,,
89,553156.0,249754757.0,171622606.16,979323.74,451.50871905936117,310.2607694032063,1.7704295714048117
90,215339.0,84339917.4172258,67349024.82129346,3278864.95,391.6611362420453,312.7581386618005,15.226526314323
91,22133.0,7827837.54,5878721.06,-1803127.62,353.6726851308002,265.6088673022184,-81.46783626259432
92,14273.0,6523738.4798808,5376488.828129916,-95294.25,457.06848454289917,376.6894715988171,-6.676539620262033
93,111248.0,55946956.0,50030344.0,4347588.59,502.90302747015676,449.71904214008345,39.08015056450453
94,677758.0,276031266.264,193714092.07,-1239886.17,407.2711296126346,285.81601702967725,-1.829393633125688
95,,,,,,,
96,,,-1550.92,,,,
97,157000.0,71452273.0,55378710.0,-2204692.42,455.11001910828026,352.7306369426752,-14.042626878980892
98,226055.0,126846121.81,96762638.74,5162193.87,561.1294676516777,428.0490975205149,22.836008360797152
99,433610.0,201107330.23,163056111.56,-610884.79,463.797721985194,376.0432452203593,-1.4088346440349624
100,,,-18.08,,,,
101,6305.0,2241747.24,1839781.92,-291961.23,355.55071213322765,291.797291038858,-46.306301348136394
102,31660.0,16755853.69,12168310.9,-1834583.56,529.2436415034744,384.3433638660771,-57.94641692987997
103,1041.0,171076.77000000002,649539.5382686632,-6351.77,164.33887608069165,623.9572894031347,-6.101604226705092
104,,,,,,,
105,,,-1113.48,,,,
106,,,,,,,
107,464639.0,279284385.122,220107191.52,25341838.53,601.0782244323011,473.71656602222373,54.540920004562686
108,7581.0,3615550.0,3256222.0,,476.92256958184936,429.52407334124786,
109,72808.0,28977250.04999991,20190211.123196933,-9781592.11,397.9954132787594,277.30759151737357,-134.34776549280298
110,70909.0,33868422.85,25807424.23530152,-6459820.49,477.63221664386754,363.951321204664,-91.10014934634532
111,790744.0,328139662.54,247105313.21586648,-10932640.17,414.97584874497943,312.4972345232673,-13.825764305514806
112,2813.0,1101771.6999999995,677662.9657017456,-586198.35,391.67141841450393,240.90400487086583,-208.3890330607892
113,288.0,65013.56,3508.65,-46276.28,225.74152777777778,12.1828125,-160.68152777777777
114,87665.0,38846413.21,26607380.51,-389192.26,443.1234039810643,303.5120117492728,-4.439539839160441
115,7469.0,3124897.2,1293779.2099999995,-905578.03,418.3822733967064,173.21987012987006,-121.24488284910966
116,12853.0,5761105.89,3172186.43,-171150.38,448.2304434762312,246.805137322026,-13.315986929121607
117,8048.0,3431267.65,2251506.2299999995,-335906.75,426.3503541252485,279.75972042743535,-41.73791625248509
118,468211.0,237895322.23,193128259.46,15545279.98,508.09426141205563,412.4812519569169,33.20144118784052
119,440289.0,175060695.37,112389507.39,-10757047.29,397.60406317214375,255.26303720965095,-24.431787507750588
120,47724.0,18069606.0,12660973.0,-2940128.99,378.6272315815942,265.29572123040816,-61.60692712262175
121,4936.0,2180852.59,1873959.61,-241246.17,441.82588938411664,379.6514606969206,-48.87483184764992
122,3046.0,1217656.98,1053630.43,67458.83,399.75606697307944,345.90624753775444,22.146694024950754
123,45656.0,20314274.18,12553975.2,-557909.15,444.94204879971966,274.9687927107061,-12.219842956018924
124,,,,2329735.02,,,
125,18.0,15256.0,6646.0,-5432.47,847.5555555555555,369.22222222222223,-301.8038888888889
126,58896.0,26362113.43,18422361.430000003,-1468781.32,447.60447959114373,312.79478113963603,-24.938558136375985
127,,,-259.84,,,,
128,581.0,387489.03,137203.93,-112992.65,666.934647160069,236.15134251290877,-194.47960413080895
129,43.0,18369.0,175.0,-10832.08,427.1860465116279,4.069767441860465,-251.90883720930233
130,,,,,,,
131,2084681.0,942537879.44,682992521.0436842,8102147.17,452.1257110512352,327.62447637968796,3.8865165317859183
132,,,-269.18,,,,
133,824836.0,338486293.18,257940396.99,5437975.83,410.3679921584412,312.71719104161315,6.592796422561576
134,434149.0,176145796.0,132684121.0,-3997943.28,405.7265961685965,305.6188566598103,-9.20868936701455
135,,,,,,,
136,112153.0,52325484.33,43380153.44000001,1289962.56,466.55447763323315,386.79440977949776,11.50181056235678
137,86547.0,37306609.26983999,29298584.009664394,668492.53,431.05606514194585,338.5280137920944,7.724040463563151
138,496403.0,209220209.48,144051078.42,-4176090.84,421.47249206793674,290.18978213266234,-8.412702662957315
139,851617.0,337966610.47877514,253406296.70860243,-11511826.07,396.85282289899703,297.5589927263106,-13.517609523999639
140,,,,,,,
141,247.0,82828.0,91196.0,6445.09,335.33603238866397,369.21457489878543,26.093481781376518
142,30287.0,10891339.04,7372690.47,-125918.62,359.60441905768147,243.42755868854624,-4.157513784792155
143,1280849.0,597499688.13,404031373.63,4051544.19,466.4872191257517,315.4402850218878,3.1631708265377103
144,63293.0,29998348.0,24585612.0,,473.9599639770591,388.4412494272668,
145,2447.0,284866.0,403464.0,,116.41438496117695,164.88107887208827,
146,,,,,,,
147,59053.0,27530855.75,20972904.74,528571.04,466.20587861751306,355.1539251181142,8.950790645691159
148,128894.0,50842812.16,36519023.57,973155.25,394.45445218551674,283.32601649417353,7.55004305863733
149,2514.0,1284879.0,960969.0,-112612.6,511.08949880668257,382.2470167064439,-44.79419252187749
150,154324.0,64407849.0,63645859.0,3951692.24,417.35471475596796,412.4171159378969,25.606465876986082
151,753362.0,306398942.34,231587987.77,-4380861.24,406.708783214444,307.40598513065436,-5.815081249120609
152,4870.0,1968628.9,2520649.22,-31756.97,404.2359137577002,517.5871088295688,-6.5209383983572895
153,6960.0,3046065.12692,2267265.783017342,-210737.71,437.65303547701154,325.75657801973307,-30.2784066091954
154,554192.0,233476029.68,168235672.94,-338156.26,421.2908697346768,303.5692917616999,-0.6101788910702428
155,,,,,,,
156,,,,,,,
157,,,,,,,
158,7886.0,4977924.16,3079474.0662532495,-124082.7,631.2356276946488,390.4988671383781,-15.73455490743089
159,3505.0,2100355.4948978536,1699182.7759473296,130774.07,599.2455049637243,484.7882385013779,37.31071897289586
160,341405.0,127246568.5,94144926.94,4168453.84,372.7144256821078,275.75731737965174,12.209703548571344
161,23198.0,8987257.0,6917232.0,-237705.68,387.4151651004397,298.1822570911285,-10.2468178291232
162,,,,,,,
163,190825.0,70842296.56,58600997.21,-1784203.76,371.2422196253112,307.0928715315079,-9.349947648368925
164,10003.0,5644968.97,4207973.416748872,308751.17,564.3275987203839,420.6711403327874,30.86585724282715
165,44887.0,18585001.4,14931032.357172992,-818531.15,414.0397308797647,332.6360050164411,-18.235372156749172
166,31034.0,15217953.4,10259981.15,-111617.91,490.363904105175,330.60453534832766,-3.5966330476251853
167,,,,,,,
168,,,,-1319184.49,,,
169,1292437.0,518466264.96,385348498.43,2806937.56,401.1539943223538,298.15650467295507,2.1718177056212413
170,4070.0,1773738.0,1339869.0,123868.75,435.8078624078624,329.2061425061425,30.43458230958231
