,MM_individual,Premium_individual,Costs_individual,Transfers_individual,Premium_individual_pmm,Costs_individual_pmm,Transfers_individual_pmm
91,1532.0,848497.44,1163737.92,,553.8495039164491,759.6200522193211,
92,394978.0,98469600.06,92307381.1,2822391.74,249.3040120209227,233.70258875177856,7.145693532298002
93,709141.0,284597256.0,270068513.8,13893512.78,401.32675448183085,380.8389499408439,19.59203145777779
94,566.0,146313.0,78932.17738,-376.51,258.5035335689046,139.45614378091872,-0.6652120141342756
95,7558.0,3024212.0,4941316.0,-45977.45,400.1338978565758,653.7861868219105,-6.083282614448266
96,302364.0,145886000.0,127959000.0,-6289036.98,482.4846873305023,423.19522165337145,-20.79955609794817
97,263102.0,94374795.0,81056000.0,-10948959.34,358.7004089668646,308.0782358172876,-41.61488449346641
98,6108.0,2748338.0,2504000.0,-115248.13,449.95710543549444,409.9541584806811,-18.868390635232483
99,,,,,,,
100,23491.0,11974980.0,12903482.29,-569431.67,509.7688476437785,549.2947209569622,-24.240418458132904
101,,,,,,,
102,10175.0,6277323.63,5081898.85,,616.9359832923833,499.4495184275184,
103,1336.0,975602.14,911348.93,,730.241122754491,682.1474026946108,
104,32592.0,10690013.0,12884801.0,1253125.49,327.99499877270495,395.3363095238095,38.44886751350025
105,1934.0,998138.95,-896855.92,,516.1008014477766,-463.7310858324716,
106,44.0,22061.26,62500.78,,501.3922727272727,1420.4722727272726,
107,19134.0,3784199.41,2750090.09,-45424.71,197.77356590362706,143.72792359151248,-2.374031044214487
108,85443.0,22644314.97,22846546.22,-1007058.65,265.02247076998697,267.3893264515525,-11.78632129021687
109,91636.0,31714766.26,32975261.0,1803989.23,346.0950528176699,359.8505063512157,19.686468527652888
110,22353.0,8802394.0,8736406.0,-751505.85,393.7902742361204,390.8381872679282,-33.619910079184
111,146.0,96830.42,41721.66,,663.2220547945205,285.764794520548,
112,502.0,367061.23,-13596163.6,,731.1976693227091,-27083.99123505976,
113,138.0,77729.2,323311.26,,563.2550724637681,2342.8352173913045,
114,37213.0,7707729.93,5261689.08,-357373.55,207.1246588557762,141.3938430118507,-9.60345981243114
115,16121.0,3677153.0,2861580.77,3410.6,228.09707834501583,177.50640593015322,0.21156255815396066
116,10111.0,3606911.0,2716606.48,-427183.66,356.73138166353476,268.67831866284246,-42.24939768568885
117,,,,727926.0,,,
118,342.0,96820.0,41071.0,,283.09941520467834,120.0906432748538,
119,24.0,13125.85,3149.4,,546.9104166666667,131.225,
120,6861.0,1533482.0,1673209.0,53220.61,223.5070689403877,243.87246757032503,7.7569756595248505
121,486.0,244000.03,142067.59,,502.05767489711934,292.3201440329218,
122,404615.0,93742793.82,71993704.55,-525058.02,231.68393119385092,177.9313781001693,-1.2976731460771351
123,409905.0,152776589.5,175865983.9,20415906.73,372.71218818994646,429.04083604737684,49.80643497883656
124,138.0,53914.6,25262.61,,390.6855072463768,183.06239130434784,
125,114237.0,28608236.0,23869035.0,1215541.75,250.428810280382,208.94311825415582,10.640525836637867
126,5946938.0,1964556922.0,2007392657.0,221628751.9,330.3476380618059,337.5506280711183,37.26770850814318
127,,,,,,,
128,138.0,174155.0,432959.3592,143355.7,1261.9927536231885,3137.3866608695653,1038.809420289855
129,406640.0,178312739.0,274385648.0,39512510.93,438.50270263623844,674.7630533149714,97.1682838136927
130,79654.0,13570204.0,11566437.26,,170.36437592587941,145.2084924799759,
131,2194518.0,632137574.4,505332831.5,-160958367.1,288.0530368855484,230.27053389400314,-73.34565818097641
132,183541.0,53843141.34,43602103.04,824165.75,293.35756773690895,237.56056161838498,4.49036318860636
133,43790.0,18256065.08,22655624.43,4718787.44,416.9003215345969,517.3698202786024,107.75947567937887
134,14676.0,3968126.0,3457885.0,34088.7,270.3819841918779,235.61494957754155,2.322751430907604
135,,,,,,,
136,44014.0,16295450.67,16609133.14,-723613.84,370.23335007043215,377.3602294724406,-16.44053801063298
137,866970.0,342910967.3,389540888.0,32115302.73,395.52806590770155,449.3129958360728,37.043153430914565
138,332719.0,74908404.3,58260377.32,185940.22,225.1401461894271,175.1038483525137,0.5588506216957854
139,340137.0,61957108.45,44168143.43,483961.79,182.15339245656898,129.85398069013368,1.4228437070944941
140,1990616.0,614620857.2,646221477.6,-80860989.32,308.75912642116816,324.6339211580737,-40.621088808690374
141,3453.0,1287342.0,1027365.0,,372.81841876629016,297.52823631624676,
142,6429.0,2382576.0,3070584.0,664162.18,370.59822678488104,477.61455902939804,103.30722974023955
143,10782.0,6051415.12,6242101.24,,561.2516342051567,578.937232424411,
144,944021.0,288527289.5,213208157.6,-97122695.74,305.6365160308934,225.85107492312142,-102.88192290213883
145,3460.0,1302976.93,532646.8603,-198355.63,376.58292774566473,153.94417927745664,-57.328216763005784
146,298430.0,84718475.0,120565819.0,11930582.36,283.88055825486714,404.0003317360855,39.977825151626845
147,60049.0,34642096.64,42186280.01,,576.8971446651901,702.5309332378557,
148,63489.0,28607461.86,41159963.06,6516021.26,450.5892652270472,648.3006987037124,102.63228685284065
149,8953.0,5326480.94,6733998.3,,594.9381145984587,752.1499273986373,
150,3607.0,1861258.73,2757745.26,,516.0129553645689,764.5537177710007,
151,325926.0,71679839.36,65252933.38,-500123.69,219.92672987119775,200.20781827776858,-1.5344700637568036
152,68272.0,29758360.0,37314070.0,2745962.25,435.8794234825404,546.5501230372627,40.22091413756738
153,,,,,,,
154,416561.0,161787329.0,126568608.8,,388.38808481830995,303.8417153790201,
155,1094274.0,313627768.0,267903151.0,-3958982.3,286.6080780499217,244.82273269766074,-3.617907672118683
156,59.0,45278.0,44767.75976,7411.32,767.4237288135594,758.7755891525424,125.61559322033898
157,20959.0,8089063.0,16033152.0,3395529.35,385.9469917457894,764.9769550073954,162.00817548547164
158,,,,,,,
159,495746.0,82403790.0,67802115.7,-3608858.91,166.2217950321334,136.76785228726,-7.279653108648381
160,91.0,52560.4,204532.76,,577.5868131868132,2247.6127472527473,
161,1253.0,243914.0,43543.0,-212.84,194.66400638467678,34.75099760574621,-0.16986432561851555
162,2871577.0,816862196.8,1037291728.0,64808.72,284.46466760250553,361.2272030316443,0.02256903436683049
163,28543.0,7751973.47,8576659.711000001,2184957.04,271.58930280629227,300.4820695441965,76.54966331499843
164,8512.0,2261645.0,566719.0,,265.7007753759398,66.57882988721805,
165,292357.0,86535871.0,85526652.0,-745460.89,295.9938397233519,292.5418307069781,-2.549830823274285
166,,,,,,,
167,,,,,,,
168,45349.0,14938432.09,9247521.498,-3689629.38,329.4103969216521,203.91897281086682,-81.3607660587885
169,165411.0,39635958.0,44495926.0,4104599.26,239.62105301340299,269.0022187158049,24.81454836739999
170,880.0,338908.4,299427.22,,385.1231818181818,340.25820454545453,
171,565.0,373157.79,778206.44,,660.4562654867257,1377.3565309734513,
172,178.0,134296.41,43101.27,,754.4742134831461,242.1419662921348,
173,,,,,,,
174,,,,,,,
175,207688.0,58730826.0,70996892.0,10430372.28,282.7839162590039,341.8439775047186,50.22135260583182
176,185604.0,47878943.0,49630666.0,-10430372.26,257.9628833430314,267.40084265425315,-56.19691526044697
177,,,9339.28,,,,
178,,,,,,,
179,448.0,207067.0,307296.15,-46538.07,462.203125,685.9289062500001,-103.87962053571428
180,377.0,80853.0,138347.0115,-1222.36,214.46419098143235,366.968200265252,-3.242334217506631
181,202033.0,77581782.78,146939182.5,7585020.87,384.0054980127009,727.302878737632,37.54347492736335
182,24.0,11844.0,1828.41,,493.5,76.18375,
183,363736.0,90284473.3,115208838.0,-9236606.28,248.21429085930455,316.73751841995295,-25.393709393626146
184,,,,,,,
185,382.0,237279.0,431160.0,-19844.29,621.1492146596859,1128.6910994764398,-51.94840314136126
186,,,,,,,
187,2843.0,864182.0,518108.0,,303.9683432993317,182.23988744284208,
188,12.0,16023.0,30588.0,,1335.25,2549.0,
189,,-1154.0,5657.0,,,,
190,,,,,,,
191,35.0,8619.0,598.0,,246.25714285714287,17.085714285714285,
192,47208.0,13237477.0,13766098.0,-338678.1,280.4074944924589,291.60519403490935,-7.174167513980681
193,510.0,251261.29,77075.44,,492.6691960784314,151.1283137254902,
194,1351.0,541263.93,213353.63,,400.6394744633605,157.92274611398963,
195,81794.0,14314445.0,11937232.0,-2547979.51,175.00605178863975,145.94263637919653,-31.15117869281365
196,1679290.0,468125938.0,429710822.0,4605847.67,278.7642027285341,255.88839450005656,2.7427351261545057
197,721.0,149524.0,195892.95,-24771.68,207.38418862690708,271.696185852982,-34.35739251040222
198,1042265.0,257383419.0,301202622.5,-7228265.36,246.94623632185673,288.9885225926228,-6.935151194753733
199,4960.0,1425086.0,2866986.0,574321.44,287.3157258064516,578.021370967742,115.79061290322579
200,429.0,106701.0,5292.0,,248.72027972027973,12.335664335664335,
201,92174.0,18851283.0,19724797.9,663249.2,204.518443378827,213.9952470327858,7.195621324885542
202,359158.0,42153596.0,31134872.0,371605.98,117.3678325416669,86.68851034920564,1.0346587852699924
203,205994.0,56856522.0,108593032.0,5450923.74,276.01057312348905,527.1659951260716,26.46156557957999
204,11748.0,2983605.0,2713434.0,192936.56,253.9670582226762,230.96986721144023,16.422928157984337
205,331.0,142331.98,205175.22,,430.0059818731118,619.8647129909366,
206,91336.0,26015250.74,22909464.09,125878.03,284.830195541736,250.82622503722519,1.3781863668214067
207,5537415.0,1644254990.0,1902696433.0,-10823647.68,296.93548162816046,343.6073389839844,-1.954639065340055
208,4359.0,1074419.0,805083.7729999999,15156.6,246.48290892406516,184.6946026611608,3.477081899518238
209,64001.0,16645122.0,13080518.26,-2604833.08,260.0759675630068,204.37990437649412,-40.69988093936033
210,111531.0,33218247.82,34897693.24,-3262695.3,297.8386979404829,312.89680214469524,-29.253707937703417
211,12.0,14551.92,8568.05,,1212.66,714.0041666666666,
212,4321.0,968052.0,1273399.0,59844.74,224.03425133071048,294.70006942837307,13.84974311501967
213,200255.0,61942668.0,64550679.0,2597374.35,309.31895832813166,322.3424084292527,12.970334573418892
214,14469.0,5807766.545,9015660.135,614409.67,401.39377600387036,623.1018131868132,42.463865505563625
215,337863.0,81473162.42,84036077.38,8268175.79,241.14260046231757,248.72826376371486,24.471977665503474
216,9135.0,2898110.0,2057822.0,,317.25342090859334,225.2678708264915,
217,30733.0,11019957.0,19901363.37,816860.44,358.5708196401263,647.5568076660268,26.579261380275273
218,275.0,52150.0,4778.0,,189.63636363636363,17.374545454545455,
219,,,,,,,
220,,,,,,,
221,114.0,2258.0,5045.0,,19.80701754385965,44.25438596491228,
222,358.0,110389.0,35600.0,,308.3491620111732,99.44134078212291,
223,195256.0,50670223.0,53969345.0,4193476.5,259.50661183267096,276.4030042610726,21.476812492317777
224,3578.0,2297926.08,1470998.13,,642.2375852431526,411.1230100614868,
225,1800.0,747975.75,307176.16,,415.5420833333333,170.65342222222222,
226,21.0,7232.25,10151.15,,344.39285714285717,483.3880952380952,
227,115.0,68261.06,24415.27,,593.5744347826087,212.30669565217391,
228,962.0,364727.03,257350.01,,379.13412681912683,267.5156029106029,
229,,,,,,,
230,1656793.0,586730639.5,473768725.8,-35299047.7,354.1363583139233,285.95529181979884,-21.305647537139524
231,39.0,50963.0,16460.11399,-7885.97,1306.7435897435898,422.0542048717949,-202.20435897435897
232,6286.0,2896018.4869999997,1946143.986,-323051.82,460.7092725103404,309.5997432389437,-51.39227171492205
233,17.0,10833.64,1163.2,,637.2729411764706,68.4235294117647,
234,,,,,,,
235,117992.0,35065382.65,52271674.78,12712802.22,297.1844078412096,443.01032934436233,107.74291663841618
236,9516.0,2263435.0,2807514.0,,237.8557166876839,295.03089533417403,
237,269970.0,128950539.0,125305182.5,18423632.06,477.64766085120567,464.144840167426,68.24325688039411
238,,-22130.0,,,,,
239,,,,,,,
240,12.0,-23465.0,4154.0,,-1955.4166666666667,346.1666666666667,
241,140344.0,43942528.0,47020160.0,-4011882.59,313.10585418685514,335.0350567177792,-28.58606417089437
242,,,,,,,
243,50.0,1397.0,1208.0,,27.94,24.16,
244,176875.0,51102791.0,69262776.0,8505433.96,288.92037314487635,391.5916664310954,48.08725913780919
245,,,,,,,
246,1149.0,694697.79,469168.13,,604.6107832898173,408.3273542210618,
247,,,,,,,
248,4206.0,973126.74,433125.62,,231.36631954350926,102.97803613884926,
249,332440.0,80534884.03,87930153.72,8092802.17,242.25389252195885,264.49931933582,24.343647485260497
250,650169.0,208136266.0,235999821.0,7698173.07,320.1264071341451,362.9822723015093,11.84026471578928
251,75.0,24456.0,13235.1784,3792.7,326.08,176.46904533333336,50.56933333333333
252,604296.0,120717982.0,136996020.5,-10156545.5,199.7663098878695,226.70350374650835,-16.80723602340575
253,124536.0,29541695.56,37457719.59,-5910292.03,237.21410323119417,300.7782455675468,-47.458502200167025
254,,,,,,,
255,1062.0,193454.0,302598.0,-230.08,182.16007532956687,284.93220338983053,-0.21664783427495293
256,,,,,,,
257,65146.0,11305627.63,9476517.522,97760.97,173.54292865256502,145.4658386086636,1.5006442452337827
258,1014.0,347233.0,181637.0,,342.4388560157791,179.129191321499,
259,52020.0,13997862.0,17997167.0,174538.76,269.08615916955017,345.9663014225298,3.355224144559785
260,262.0,154699.26,74288.04,,590.4551908396946,283.5421374045801,
261,,,4490.35,,,,
262,1016969.0,276713823.7,219708615.8,4889935.19,272.09661621937346,216.0425891054693,4.8083424273502935
263,82.0,28409.0,53958.0,,346.4512195121951,658.0243902439024,
264,301919.0,59580665.13,64919042.08,1152387.48,197.33989954259255,215.02138679579622,3.8168763145081956
265,1094.0,240116.0,957758.0,,219.48446069469836,875.4643510054844,
266,586561.0,177167712.0,293489348.0,-7829059.51,302.04482057279637,500.3560550394588,-13.347391848418152
267,44888.0,8834919.0,13511722.0,1786736.84,196.82139992871146,301.0096685082873,39.80433166993406
268,608.0,198645.88,126464.84,,326.72019736842105,208.00138157894736,
269,350.0,129781.03,80792.11,,370.80294285714285,230.8346,
270,149620.0,27002700.0,25513962.18,-2764603.7,180.47520384975272,170.5250780644299,-18.477501002539768
271,1243.0,566848.84,503613.04,,456.03285599356394,405.1593242156074,
272,,,,,,,
273,,,,,,,
274,208.0,71333.0,249639.0,72093.27,342.94711538461536,1200.1875,346.60225961538464
275,337975.0,124336446.0,107922906.0,-12245987.34,367.88651823359714,319.3221569642725,-36.23341176122494
276,264141.0,66514201.37,61711537.45,482642.43,251.8132412991546,233.63104345785018,1.8272151237407293
277,594.0,282374.0,340356.0,,475.3771043771044,572.989898989899,
278,110861.0,5190257.0,56988875.59,-7456986.26,46.8176996418939,514.0570226680258,-67.26428825285718
279,1596020.0,498116444.0,526706837.0,22005546.46,312.09912407112694,330.0126796656684,13.787763599453642
280,26302.0,8515155.0,7871239.0,323444.34,323.7455326591134,299.26389628165157,12.297328720249412
281,10105.0,3714685.67,2746353.57,,367.6086759030183,271.78164967837705,
282,28.0,13644.49,6788.66,,487.30321428571426,242.45214285714286,
283,80242.0,33314451.0,29302045.98,-416149.3,415.17473392986216,365.1709326786471,-5.186178061364372
284,335415.0,174084594.0,205754758.0,,519.012548633782,613.4333825261243,
285,3430.0,3059745.0,4057978.0,,892.0539358600583,1183.0839650145772,
286,24050.0,6284033.0,2332226.708,,261.29035343035343,96.9740834927235,
287,2472.0,1090739.163,264952.4377,,441.2375254854369,107.18140683656958,
288,,,,,,,
289,73650.0,30270667.51,25925156.83,,411.0070266123558,352.0048449422946,
290,367.0,235029.5205,346141.0,,640.4074128065396,943.1634877384196,
291,115286.0,60568181.0,59975447.18,,525.3732543413771,520.2318337005361,
292,26658.0,10392418.0,10507054.0,,389.8423737714757,394.1426213519394,
293,21557.0,9507570.0,8018263.493,,441.0432806049079,371.9563711555411,
294,13931.0,3466522.18,1202727.288,,248.83512884932884,86.33459823415404,
295,293889.0,104081193.0,100685485.5,,354.1513734777416,342.5969855966028,
296,159433.0,79468831.0,77040674.0,,498.44656376032566,483.2166113665301,
297,21869.0,6979196.0,3306650.0,,319.13649458137087,151.2026155745576,
298,5487.0,3550449.0,6839015.0,,647.0656096227447,1246.4033169309278,
299,1789.0,1074757.88,1260387.32,,600.7590162101732,704.5205813303522,
300,615.0,227440.62,417725.3,,369.8221463414634,679.2281300813008,
301,40223.0,8178450.31,7261502.09,,203.3277057902195,180.53109141535936,
302,2215.0,660327.37,1553516.26,272660.9,298.1161941309255,701.3617426636569,123.09747178329572
303,1045638.0,264744175.9,273475415.0,-12598519.03,253.18913036825364,261.5392851063179,-12.048643058113802
304,844338.0,215321625.9,218132668.9,9718734.15,255.0182816597145,258.3475680355497,11.51047820896371
305,39643.0,4557931.0,3778298.23,,114.97442171379562,95.30808036727795,
306,924.0,348499.0,292024.3,,377.1634199134199,316.0436147186147,
307,4194.0,1725306.0,2251799.65,-360466.32,411.3748211731044,536.9097877920839,-85.9480972818312
308,330002.0,85024757.75,88465811.04,5177916.02,257.64921955018457,268.0765905661178,15.690559511760533
309,92214.0,33642176.0,29825663.0,-2210325.79,364.8272062810419,323.43964040167435,-23.969525126336567
310,1970.0,896891.25,936038.37,,455.2747461928934,475.1463807106599,
311,1761.0,1079426.06,679792.29,,612.9619875070982,386.0262862010222,
312,3219.0,1680029.72,1316539.32,,521.9104442373408,408.9901584342964,
313,2383.0,866823.51,936203.27,,363.75304657994127,392.86750734368445,
314,2112.0,747484.53,606396.93,,353.9225994318182,287.1197585227273,
315,220640.0,78176738.09,75661991.76,363457.73,354.31806603517043,342.9205572878898,1.6472884789702682
316,1320.0,506320.0,599101.264,-72007.16,383.57575757575756,453.8645939393939,-54.55087878787879
317,1796.0,658845.0,1569550.341,578793.75,366.8402004454343,873.9144437639198,322.26823496659244
318,376936.0,166074149.0,173234740.0,-926811.51,440.5897791667551,459.5866141732283,-2.458803377761742
319,,,,56567.18,,,
320,36.0,26106.66,9425.85,,725.185,261.82916666666665,
321,72567.0,17555621.12,13181088.99,-299479.55,241.92292805269614,181.6402633428418,-4.126938553336916
322,,,,,,,
323,113796.0,26377099.0,24127739.0,1895578.59,231.79284860627791,212.02624872579,16.65769086786882
324,1191387.0,355726508.0,341579271.0,-47134095.64,298.58182773523635,286.707233669664,-39.56237195806233
325,2056894.0,595126565.1,647127004.9,67492960.02,289.3326370245623,314.6136868987901,32.81304725474429
326,3.0,28334.0,-39.03903322,-633.0,9444.666666666666,-13.013011073333333,-211.0
327,2011.0,765761.0,1646935.31,122480.23,380.78617603182494,818.9633565390353,60.90513674788662
328,,,,,,,
329,50283.0,21341078.0,26220361.0,5267035.16,424.4193464988167,521.4557802835949,104.74783047948611
330,244364.0,55921142.0,59101063.0,-3647377.54,228.84361853628195,241.8566687400763,-14.926001947913768
331,25005.0,6708260.0,7981593.0,-855252.76,268.2767446510698,319.1998800239952,-34.20326974605079
332,101756.0,18662585.78,14364555.98,884115.01,183.4052614096466,141.1666730217383,8.68857865875231
333,269299.0,68045829.77,54511335.35,-25129449.51,252.67761770374193,202.4193753040301,-93.3143068113881
334,11153.0,2424175.0,1637389.0,,217.35631668609344,146.81153052990226,
335,80642.0,19128950.0,19770500.93,-275686.71,237.20827856451973,245.1638219538206,-3.4186492150492302
336,127.0,47732.0,2868.02,-23501.09,375.84251968503935,22.58283464566929,-185.04795275590553
337,502.0,164785.0,112191.0,6332.08,328.2569721115538,223.48804780876495,12.613705179282869
338,,,,,,,
339,,,,,,,
340,,,,,,,
341,,,,,,,
342,443.0,220134.0,117623.0,-76724.32,496.91647855530476,265.51467268623026,-173.1925959367946
343,69861.0,28906595.0,33191899.0,1058987.28,413.77299208428167,475.1134252300998,15.158490144715936
344,260064.0,50424136.0,51433723.0,1869040.06,193.89125753660636,197.77332887289282,7.186846545465731
345,130130.0,25848787.0,24230833.0,688700.17,198.63818489203103,186.2048182586644,5.292401214170445
346,118609.0,33847648.0,26440698.0,-1099668.46,285.37166656830425,222.92320144339806,-9.271374516267736
347,1983.0,915051.35,666444.5,,461.4479828542612,336.0789208270298,
348,28706.0,8580932.4,10001658.77,-743360.22,298.92469866926774,348.4170128196196,-25.895639239183446
349,,,,,,,
350,1830768.0,540553106.0,673696651.0,7616924.44,295.26029841028463,367.9858130576894,4.160507743198483
351,469.0,218512.13,325550.86,,465.9107249466951,694.1382942430703,
352,51252.0,12629000.0,15951000.0,-2650.5,246.40989619917272,311.2268789510653,-0.05171505502224304
353,79.0,28451.0,160346.0,32683.14,360.1392405063291,2029.6962025316457,413.7106329113924
354,253562.0,50895000.0,53127000.0,-5217351.16,200.72013945307262,209.5227202814302,-20.576234451534535
