,MM_smallgroup,Premium_smallgroup,Costs_smallgroup,Transfers_smallgroup,Premium_smallgroup_pmm,Costs_smallgroup_pmm,Transfers_smallgroup_pmm
105,4261.0,1443663.17,924826.75,-235174.4,338.808535555034,217.04453180004694,-55.19230227646092
106,509.0,337841.77,140601.62,-43903.22,663.7362868369352,276.2310805500982,-86.25387033398822
107,,,,31586.04,,,
108,82891.0,39891461.02,28706891.21,89309.0,481.25201795128544,346.32096620863547,1.0774269824226996
109,,,,768074.2,,,
110,,,,,,,
111,576529.0,248911853.4,167826538.4,-14039797.34,431.7421212115956,291.0981726851555,-24.352282955410743
112,556617.0,245326489.0,183537458.7,-8475356.54,440.7455916725504,329.7374293275268,-15.226549925711932
113,568661.0,235512354.0,195796908.4,-7819786.24,414.1524634184514,344.31217966415846,-13.751226547978497
114,859545.0,366481663.4,269475236.6,-6990459.62,426.3670469841602,313.5091665939538,-8.132744207691278
115,49271.0,21560756.52,15560499.41,-1024411.33,437.5952694282641,315.81456455115585,-20.791364697286436
116,56243.0,28571857.22,19878055.33,-790753.33,508.00734704763255,353.4316329143182,-14.059586615223227
117,5052.0,2209936.28,1330132.1770000001,-315764.28,437.4379018210609,263.28823772763263,-62.502826603325424
118,547235.0,235452444.9,168441106.5,-241201.26,430.2583805860371,307.8039717854304,-0.440763584200572
119,21397.0,8367131.73,5675976.63,-130253.39,391.04228303033136,265.26974015048836,-6.087460391643688
120,6407.0,3990402.64,2391427.54,-110820.97,622.8192039956298,373.25230841267364,-17.296858123926956
121,66394.0,27181724.56,17629850.24,-13019.42,409.4003156911769,265.53378678796275,-0.1960933216856945
122,163756.0,71562665.0,64467693.0,1417443.48,437.0078958938909,393.6814101468038,8.655826229267936
123,60960.0,32168939.93,23819947.74,2505152.5,527.7057075131233,390.7471742125984,41.09502132545932
124,1279514.0,608065129.4,428711735.3,5443321.07,475.23132173622173,335.05826063646043,4.2542098562422925
125,545041.0,245642163.3,182475409.6,6118081.67,450.6856608952354,334.79207912799217,11.2249934775549
126,1913642.0,909033595.2,651656918.6,24467625.0,475.0280330385726,340.5323036388206,12.78589464487088
127,,,,,,,
128,,,,,,,
129,,,,,,,
130,,,,,,,
131,,,,,,,
132,,,,,,,
133,1059874.0,456321450.5,360079552.5,-6580193.74,430.5431122001294,339.738074997594,-6.208467931093696
134,191985.0,78571309.56,56465830.97,-5376525.71,409.2575438706149,294.1158474359976,-28.004925957757116
135,322550.0,133643356.2,99120132.03,-5012021.19,414.3337659277631,307.3016029452798,-15.538741869477601
136,127676.0,53225607.0,42161342.0,-2129295.27,416.8802829035997,330.2213571853755,-16.67733379805132
137,43454.0,19287104.05,13756105.09,-378394.27,443.8510620426198,316.5670614903116,-8.707927233396235
138,46729.0,23223688.5,16064253.07,-246485.61,496.9866357080186,343.77480943311434,-5.2747888891266665
139,3277.0,1261730.31,694002.16,-33628.54,385.02603295697287,211.77972535855966,-10.261989624656698
140,123.0,98214.0,72176.0,-12680.3,798.4878048780488,586.7967479674796,-103.09186991869917
141,571.0,234652.94,131880.5,-1041.78,410.9508581436077,230.96409807355516,-1.8244833625218915
142,922.0,599149.589,391943.2766,63937.58,649.8368644251627,425.10116767895875,69.34661605206074
143,8928.0,5063353.902,3792225.09,644608.47,567.1319334677419,424.75639448924727,72.2007694892473
144,52446.0,23225043.38,21879787.3,717318.5,442.8372684284788,417.18695992068035,13.677277580749724
145,688675.0,310137797.7,232630628.7,1830323.65,450.3398521799107,337.79450205104,2.657746614876393
146,397153.0,146252385.2,112684133.6,2215054.29,368.2519965856987,283.7297807142335,5.577332388273537
147,45580.0,28307753.72,19117537.97,2429075.84,621.0564659938569,419.4282134708205,53.29258095655989
148,332786.0,155016522.4,128887105.4,11869948.22,465.8144345014514,387.29725829812554,35.66841219282061
149,,,,,,,
150,,,,,,,
151,,,,,,,
152,,,,,,,
153,,,-0.01,,,,
154,337455.0,133661771.0,108822491.0,-7404335.42,396.08768872886753,322.480007704731,-21.941697174438072
155,280065.0,115267461.0,90957297.0,-3542931.19,411.5739596165176,324.7720957634835,-12.65038898112938
156,,,,-939110.78,,,
157,548.0,419369.03,382338.29,11551.76,765.2719525547445,697.697609489051,21.079854014598542
158,192537.0,72590547.0,55039691.0,65520.51,377.02128422069524,285.86552714543177,0.3403008772339862
159,754141.0,336703831.0,294289470.1,11809305.09,446.47331334591274,390.2313627027307,15.659280015275657
160,292119.0,103937196.0,91114133.0,-3821568.7,355.8042989329691,311.90758903049783,-13.082232583296534
161,98843.0,39161252.99,27840465.7,-1265065.53,396.19652367896566,281.66350373825156,-12.798736683427254
162,38670.0,14407488.76,9222211.96,-547628.54,372.5753493664339,238.4849226790794,-14.161586242565297
163,1400.0,569995.0,455313.0,-235836.64,407.13928571428573,325.2235714285714,-168.45474285714286
164,1251.0,540187.75,347378.81,-143577.92,431.804756195044,277.6809032773781,-114.77051958433255
165,6139.0,1966042.0,1922490.0,-83219.11,320.25443883368627,313.1601237986643,-13.555808763642288
166,1341.0,571029.19,541733.4,-48830.67,425.8234079045488,403.9771812080537,-36.41362416107383
167,3880.0,1588698.0,787085.0,-31283.34,409.4582474226804,202.8569587628866,-8.062716494845361
168,7247.0,2354848.82,1672174.33,-1783.49,324.9411922174693,230.7402138816062,-0.24610045536083897
169,24406.0,9440013.0,8344653.0,197922.92,386.7906662296157,341.9098992051135,8.109600917807096
170,23092.0,10010276.77,7438072.93,296594.53,433.4954430105664,322.10605101333795,12.844038195045904
171,124838.0,45365927.66,31312310.73,697193.19,363.39838558772163,250.8235531649017,5.584783399285474
172,1275866.0,466388319.0,391143221.0,4987083.29,365.5464751000497,306.5707691873598,3.908782967803829
173,,,,,,,
174,,,,,,,
175,,,,,,,
176,167642.0,53526475.88,54917014.0,-1742435.08,319.2903680461937,327.5850562508202,-10.393786044070103
177,284710.0,95314426.0,73301706.0,-1115977.31,334.77723297390327,257.46094622598434,-3.9196983246110078
178,2198.0,729791.0,580121.0,-211403.47,332.0250227479527,263.93130118289355,-96.17992265696087
179,2086.0,679233.0,608198.0,-189468.28,325.6150527325024,291.56184084372006,-90.82851390220517
180,14107.0,4153360.88,3138078.9239999996,-116759.35,294.418436237329,222.4483535833274,-8.276695966541434
181,630.0,288464.99,178523.79,110858.26,457.8809365079365,283.3710952380953,175.96549206349206
182,597.0,309595.75,327350.28,139603.64,518.5858458961474,548.3254271356784,233.84194304857624
183,431058.0,155007812.0,118607749.5,3125581.67,359.5985041456138,275.154966385034,7.25095386235727
184,,,,,,,
185,78617.0,28600118.0,25522742.98,-9752011.63,363.7905033262526,324.6466156174873,-124.04456580637776
186,33528.0,13268776.77,10461243.37,-2268324.01,395.7521107730852,312.01513272488666,-67.65461733476496
187,10936.0,4348633.41,3055712.04,-646169.48,397.6438743599122,279.41770665691297,-59.086455742501826
188,25446.0,12182350.19,8531505.76,-547051.46,478.7530531321229,335.2788556158139,-21.49852471901281
189,50532.0,23035805.67,18487666.25,-343024.9,455.86570232723824,365.8605685506214,-6.788270798701813
190,37109.0,9407545.0,7670107.0,-303027.88,253.51114284944353,206.69128782775067,-8.165886442641947
191,2769.0,1145358.0,1025040.0,-171931.5,413.63596966413866,370.18418201516795,-62.09154929577465
192,1690.0,714883.02,525935.04,-13530.38,423.00770414201185,311.2041656804734,-8.006142011834319
193,105.0,117582.9136,65353.35378,-182.34,1119.8372723809523,622.4128931428571,-1.7365714285714287
194,5749.0,2755492.16,2111142.04,6614.37,479.29938424073754,367.21900156548963,1.1505253087493477
195,64984.0,25525021.5,18557927.84,359296.65,392.78932506463127,285.57687800073865,5.529001754277976
196,184877.0,80362165.0,68306524.0,572733.12,434.6790839314788,369.4701017433212,3.09791439713972
197,224855.0,87184188.24,74326539.46,632447.67,387.7351548331147,330.5531985501768,2.8126911565230928
198,37281.0,16029784.82,12162285.98,728924.09,429.97196480781093,326.2328258362169,19.552160349776024
199,151583.0,63135516.3,45553336.63,1102953.11,416.5078953444647,300.5174500438704,7.2762322292077615
200,679217.0,312306520.4,224150350.2,2021972.27,459.8037451948346,330.01286805247804,2.9769164641049914
201,312274.0,144619158.9,110419158.7,2376088.32,463.1162341405304,353.5970292115258,7.608985442271851
202,4399041.0,2054919160.0,1684733762.0,6244224.14,467.1288946840914,382.97750850696775,1.4194512258467242
203,,,,,,,
204,,,,,,,
205,,,,,,,
206,,,,,,,
207,590464.0,266848492.7,197285354.7,-10746407.83,451.93016458243005,334.11919219461305,-18.1999373882235
208,52458.0,24974478.27,19850163.0,-633214.19,476.0852161729383,378.40106370810935,-12.070879370162796
209,2449.0,1123569.77,683892.816,-375536.06,458.78716619028177,279.25390608411595,-153.34261331155574
210,4211.0,2418331.72,1443761.2,-325097.82,574.2891759677037,342.85471384469247,-77.20204701971028
211,11206.0,4862402.0,3174641.0,-285888.78,433.91058361592,283.2983223273246,-25.51211672318401
212,63117.0,24804306.0,23565511.0,-146514.0,392.98930557536005,373.3623429503937,-2.321308046960407
213,158896.0,69217473.0,54186337.0,-124000.57,435.61494940086595,341.01762788238847,-0.7803882413654214
214,611.0,264494.4265,72887.84951,-107606.64,432.8877684124386,119.29271605564648,-176.11561374795417
215,13567.0,5101586.55,3191513.27,5460.99,376.0290815950468,235.24089850372226,0.4025200855015847
216,3527.0,1320030.66,881173.9226,63336.28,374.2644343634817,249.83666645874683,17.95755032605614
217,117933.0,51288194.73,52858956.43,505888.05,434.8926486225229,448.21175099420856,4.289622497519778
218,115374.0,44286341.99,35043513.33,1168984.38,383.85027813892214,303.73839279213684,10.132130115970668
219,1118153.0,492154784.1,372120225.1,11000596.02,440.14976850216385,332.799022226833,9.838184953221965
220,,,,,,,
221,,,,,,,
222,,,,,,,
223,,,,,,,
224,15115.0,4122879.0,2987853.0,-1212849.04,272.7673833939795,197.67469401257028,-80.24141845848496
225,6732.0,2421577.25,1222242.71,-738798.19,359.7114156268568,181.55714646464645,-109.74423499702911
226,1056686.0,383543605.0,356433968.0,-649337.25,362.9683794428998,337.31304096013383,-0.6145035043522863
227,42190.0,17195859.31,9733057.42,-618249.46,407.5814010429011,230.69583835031997,-14.653933633562454
228,22974.0,8978882.31,6164757.1,-606141.63,390.82799294855056,268.3362540262906,-26.383809088534864
229,155786.0,61476387.23,45906131.76,-164494.8,394.6207440334818,294.674308089302,-1.055902327551898
230,1635.0,709861.36,400366.0217,-32854.53,434.16596941896023,244.87218452599387,-20.09451376146789
231,35293.0,14338598.37,9020728.68,-14621.47,406.27315246649476,255.5954064545377,-0.41428810245657777
232,28674.0,12023090.78,8427414.19,190344.76,419.3028799609402,293.9043799260654,6.638235335146823
233,102731.0,47457261.04,33751408.56,1720681.91,461.95657630121383,328.5416141184258,16.749393172460113
234,214049.0,80808990.99,67367491.35,2126319.62,377.52566463753624,314.72929726371063,9.933798429331603
235,,,7761.17,,,,
236,,,2.35,,,,
237,,,,,,,
238,,,,,,,
239,575713.0,222400458.9,180732684.4,-2971979.56,386.3043893398273,313.9284407334905,-5.162258903307724
240,96730.0,37718225.9,26204615.56,-2631108.88,389.9330704021503,270.9047406182156,-27.200546676315515
241,54787.0,23108711.0,19904326.0,-1696866.11,421.7918666837023,363.30381294832716,-30.972057422381223
242,26368.0,10366983.23,8758721.95,-430179.98,393.1653227396845,332.17240405036404,-16.314471328883496
243,1517.0,671568.22,228331.05,-222329.46,442.6949373764008,150.51486486486485,-146.55864205669084
244,745083.0,285564570.2,223410797.0,7952464.11,383.26544854734306,299.8468586721211,10.673259368419357
245,,,,,,,
246,238.0,37717.99,11294.48,,158.47894957983192,47.45579831932773,
247,,,,,,,
248,,,,,,,
249,,,,,,,
250,255681.0,97455195.65,78631305.39,-6832225.23,381.15931825204063,307.5367563096202,-26.72167752003473
251,454954.0,203425201.0,163506548.0,-1630163.09,447.13355855756845,359.3913846235004,-3.5831382733199404
252,225268.0,84467583.1,62445102.28,-1019726.31,374.9648556386171,277.20360761404197,-4.5267251007688625
253,29833.0,12589367.81,10211920.81,-644489.03,421.99469748265346,342.3028461770523,-21.603225622632657
254,907.0,419418.55,281391.93,-113751.9,462.423980154355,310.24468577728777,-125.41554575523703
255,491.0,190129.69,55785.13,-94119.45,387.22951120162935,113.61533604887983,-191.68930753564155
256,20.0,11218.64,6151.28,-1098.79,560.932,307.56399999999996,-54.939499999999995
257,2261.0,1164471.46,687238.27,123351.62,515.0249712516585,303.95323750552853,54.55622291021672
258,12090.0,5844479.0,5151166.0,206362.72,483.4143093465674,426.06832092638547,17.06887675765095
259,25041.0,11194809.72,9198892.6,847159.64,447.0592116928238,367.35324467872687,33.83090291921249
260,1318564.0,571535535.0,472336263.0,9158699.82,433.4530102444781,358.22020243234306,6.945965322881559
261,,,,,,,
262,,,,,,,
263,10199.0,4975488.98,4745710.039,,487.8408647906658,465.3113088538092,
264,74.0,35487.0,31017.62,,479.55405405405406,419.157027027027,
265,8867.0,4617438.172,5134265.206,,520.7441267621518,579.0306987707229,
266,37528.0,17975356.0,17573414.0,,478.98518439565123,468.2747282029418,
267,49662.0,23844247.07,16026689.21,,480.13062442108657,322.71533989770853,
268,12295.0,3676087.0,2644828.52,,298.990402602684,215.11415372102482,
269,27455.0,14754405.0,12165062.0,,537.4032052449463,443.09094882535055,
270,191243.0,91698243.08,86049245.23,,479.4854874688224,449.94716266739175,
271,224591.0,100579902.0,79943965.0,,447.8358527278475,355.95355557435516,
272,1829.0,457715.9091,181133.729,,250.25473433570255,99.03429688354292,
273,101429.0,29835865.44,34055698.45,,294.15517692178764,335.7589885535695,
274,39735.0,12619351.0,6514858.0,,317.587794136152,163.95766956084057,
275,1219192.0,570451682.4,521311389.8,,467.89322961436756,427.58760703810395,
276,596110.0,294881355.0,255211438.0,,494.6760748855077,428.12809380818976,
277,642086.0,263435774.7,225016834.0,,410.2811378849562,350.4465663478101,
278,2416357.0,1099793221.0,966535739.0,,455.1451714295528,399.99707783245606,
279,282037.0,99797246.0,87458414.45,-10613469.4,353.8445168541716,310.0955351602804,-37.631478848519876
280,1772790.0,749936120.2,501644390.2,-6824378.98,423.02591970848215,282.9688740347136,-3.849513467472177
281,114756.0,47338125.88,32065521.72,-2947755.59,412.51111819861273,279.42348739935164,-25.687158754226356
282,144132.0,59599356.98,38019399.42,-2805605.0,413.5053768767518,263.78180709349766,-19.465524657952432
283,42839.0,16718877.55,9588714.86,-2228250.33,390.27235813160905,223.83143537430846,-52.01452718317421
284,184073.0,78776087.33,54942950.95,-1895792.87,427.96112047937504,298.48457378322735,-10.299136049284796
285,54418.0,21743932.15,13945627.45,-1109601.09,399.5724236465875,256.26865099783157,-20.390332059245104
286,66459.0,28812320.57,20489243.93,-904266.78,433.53527091891243,308.2990103672941,-13.606385591116327
287,22729.0,9803682.16,8068332.43,-540405.53,431.3292340182146,354.9796484667165,-23.77603634123807
288,,,,-454038.82,,,
289,91151.0,35126927.0,28503648.0,2554219.07,385.370725499446,312.7080119801209,28.021843644063146
290,69885.0,37150133.53,30822656.58,9161612.58,531.5895189239465,441.0482446877012,131.09555097660441
291,234935.0,130037695.7,103146709.5,18607732.84,553.5049937216677,439.04360567816633,79.20374929235746
292,,,-3250.37,,,,
293,,,,,,,
294,177915.0,66290063.59,54273869.0,-3013138.0,372.59401169097606,305.05504875923896,-16.935828907062362
295,128401.0,50735550.0,45866036.0,-1592009.09,395.13360487846666,357.2093363758849,-12.398728125170365
296,12377.0,4236892.32,3081317.06,-154409.6,342.3198125555466,248.95508281489862,-12.475527187525248
297,896.0,424573.52,438066.42,21880.11,473.854375,488.9134151785714,24.419765625
298,145387.0,51812740.6,44872114.88,713025.5,356.3780846980817,308.6391140886049,4.9043277597034125
299,197157.0,84065509.86,68665973.56,1897677.07,426.3886641610493,348.28067763254666,9.625207677130408
300,109969.0,44935374.39,36529078.36,2126973.99,408.61855968500214,332.17614382234996,19.341577990160864
301,849304.0,331496801.4,237445491.0,-19902786.04,390.3158367321948,279.57656033646373,-23.434230899654303
302,935416.0,350553953.0,284125839.0,-2495450.95,374.757276976233,303.7427615093178,-2.6677445649849907
303,404502.0,157560787.3,108410148.3,-1938501.49,389.5179437926142,268.00893024014715,-4.792316206100341
304,55961.0,21911773.88,17520859.07,-1332750.39,391.5543660763746,313.0905285824056,-23.81570004110005
305,158604.0,59534300.26,51340177.24,-1167684.94,375.36443128798766,323.70039368490075,-7.3622666515346395
306,186023.0,81460574.0,58335674.0,-1080248.95,437.9059256113491,313.59387817635456,-5.807071974970837
307,199634.0,89947936.0,64394450.0,-1055785.01,450.5642125088913,322.5625394471883,-5.288603193844736
308,15915.0,6494745.09,5284011.1,-788901.32,408.0895438265787,332.01452089224,-49.569671379202006
309,52331.0,20633745.79,12879788.84,-442791.4,394.2929772028052,246.12158835107297,-8.461359423668572
310,15247.0,5370087.01,5748633.83,-305892.99,352.20613956843965,377.0337659867515,-20.062503443300322
311,,,,-113837.62,,,
312,1855.0,622140.46,284498.23,-73743.09,335.38569272237197,153.36831805929918,-39.75368733153638
313,233.0,115333.9774,32084.87795,-39510.72,494.9956111587983,137.7033388412017,-169.57390557939914
314,5.0,2031.0,402.48,-1115.68,406.2,80.49600000000001,-223.13600000000002
315,11359.0,4311175.0,4174002.0,375049.38,379.53825160665554,367.4621005370191,33.017816709217364
316,25896.0,11258082.68,7787590.043,511519.6,434.7421485943775,300.7255963469261,19.752842137781897
317,81384.0,32379569.0,20074011.0,911860.92,397.86160670402046,246.6579548805662,11.204424948392806
318,157168.0,68969175.0,52689110.0,1298105.46,438.8245380739082,335.24069785198003,8.259349613152805
319,2130923.0,907113347.5,689680454.0,27642465.18,425.6903452166033,323.6533905730052,12.972061956250883
320,,,,,,,
321,,,,,,,
322,,,,,,,
323,,,,,,,
324,4760.0,1154522.65,971191.85,,242.546775210084,204.03190126050418,
325,,,,,,,
326,1260945.0,453961000.0,414030000.0,-13565960.64,360.0164955648343,328.34897636296586,-10.75856650369366
327,185223.0,65587911.0,55551493.0,-5741279.42,354.1024116875334,299.91681918552234,-30.99657936649336
328,90934.0,35584458.65,29553556.05,-5042388.92,391.32182297050605,325.0000665317703,-55.45108452284074
329,142823.0,68545000.0,58208000.0,-2487209.58,479.9297031990646,407.55340526385805,-17.414629156368374
330,26257.0,10607245.0,9789816.0,-861378.17,403.9777963971512,372.8459458430133,-32.80565830064364
331,13856.0,3456296.0,2796609.0,-453720.09,249.44399538106236,201.83379041570439,-32.74538755773672
332,2924.0,1255393.95,1095867.4340000001,-58727.84,429.34129616963065,374.78366415868675,-20.084760601915182
333,331.0,147550.05,68762.31,-55346.1,445.7705438066465,207.7411178247734,-167.20876132930513
334,160705.0,73182694.74,65654476.39,9613665.25,455.38530064403716,408.5403465355776,59.82181792725802
335,1302566.0,524226594.0,473765564.0,18652345.56,402.4568382715348,363.7171275774126,14.319693251627939
336,,,,,,,
337,,,,,,,
338,,,,,,,
339,180124.0,72673982.55,54724574.23,-6322781.87,403.4664039772601,303.81611684173123,-35.10238430192534
340,110409.0,45785110.02,36856220.76,-2615175.44,414.6863935005299,333.81536613863,-23.686252388845112
341,40377.0,14517667.0,14906342.0,-1394119.54,359.55288902097726,369.1790375708943,-34.52756618867177
