,HIOS ID,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndPremiumMinusCostsPMM
224,59158.0,1736417.03,961523.73,,3113.0,557.7953838740765,308.87366848699,,248.92171538708646
225,23489.0,1761380.53,2071919.42,,3954.0,445.46801466868993,524.005923115832,,-78.53790844714212
226,64206.0,1790461.0,1432390.0,,7356.0,243.40144100054377,194.72403480152258,,48.67740619902119
227,70239.0,1812900.71,3639322.68,-243631.04,4697.0,385.96991909729616,774.8185394932937,-51.86949968064722,-388.8486203959975
228,78575.0,1847813.0,1809844.7,-57779.81,10611.0,174.14126849495807,170.56306662896992,-5.44527471491848,3.5782018659881487
229,82824.0,1861258.73,2757745.26,,3607.0,516.0129553645689,764.5537177710007,,-248.54076240643178
230,31808.0,1880668.1,2815111.5130000003,660761.45,14440.0,130.2401731301939,194.95232084487537,45.75910318559556,-64.71214771468146
231,66699.0,1886324.0,4647051.0,2412384.6,5526.0,341.3543250090481,840.942996742671,436.5516829533116,-499.58867173362285
232,92551.0,1936278.0,1974195.0,,6833.0,283.37157910141957,288.920679057515,,-5.549099956095404
233,49669.0,1995921.0,1855172.0,,12652.0,157.755374644325,146.6307303193171,,11.124644325007893
234,85736.0,2027827.07,2734688.0,927744.9,5906.0,343.35033355909246,463.0355570606163,157.0851506942093,-119.68522350152386
235,50498.0,2072607.0,993048.0,,8221.0,252.1113003284272,120.79406398248388,,131.31723634594334
236,23029.0,2097652.0,1019927.0,,14965.0,140.17053123955898,68.15415970598062,,72.01637153357836
237,99685.0,2178290.92,1614966.321,68170.5,13384.0,162.7533562462642,120.66395106096832,5.093432456664674,42.089405185295874
238,48069.0,2183321.52,2462986.41,140988.67,5206.0,419.38561659623514,473.10534191317714,27.08195735689589,-53.719725316942004
239,40411.0,2238018.0,3813691.0,1069804.73,5704.0,392.359396914446,668.5994039270687,187.55342391304347,-276.2400070126227
240,20523.0,2247068.97,3347533.76,,4418.0,508.6167881394297,757.7034314169307,,-249.08664327750103
241,50313.0,2261645.0,566719.0,,8512.0,265.7007753759398,66.57882988721805,,199.1219454887218
242,95074.0,2263435.0,2807514.0,,9516.0,237.8557166876839,295.03089533417403,,-57.17517864649014
243,92476.0,2297926.08,1470998.13,,3578.0,642.2375852431526,411.1230100614868,,231.11457518166577
244,53799.0,2302145.0,3971315.0,212352.03,9495.0,242.45866245392313,418.2532912058978,22.364616113744077,-175.7946287519747
245,65779.0,2307869.0,1288034.99,-1158344.59,12700.0,181.721968503937,101.4200779527559,-91.20823543307087,80.3018905511811
246,95426.0,2318002.6,1602444.49,,4617.0,502.05817630495994,347.074829976175,,154.98334632878493
247,54172.0,2382576.0,3070584.0,664162.18,6429.0,370.59822678488104,477.61455902939804,103.30722974023955,-107.016332244517
248,16322.0,2395450.0,4487507.78,-3587.19,7694.0,311.34000519885626,583.2476969066805,-0.46623212893163507,-271.90769170782426
249,85757.0,2397455.93,1675496.72,,5172.0,463.5452300850735,323.9552822892498,,139.58994779582372
250,79970.0,2424175.0,1637389.0,,11153.0,217.35631668609344,146.81153052990226,,70.54478615619118
251,49221.0,2430469.0,1316404.0,,10684.0,227.48680269561962,123.21265443654062,,104.274148259079
252,69347.0,2437777.47,2297875.26,,4295.0,567.5849755529687,535.0117019790454,,32.5732735739233
253,99389.0,2482923.61,5249096.959,961182.24,7206.0,344.56336525117956,728.4342157923952,133.38637801831806,-383.87085054121565
254,41047.0,2518182.674,2129377.596,-154350.05,7133.0,353.03275956820414,298.52482770222906,-21.638868638721434,54.50793186597508
255,16481.0,2581779.0,3855640.91,541631.59,5614.0,459.8822586391165,686.7903295333097,96.47872996081225,-226.90807089419314
256,57637.0,2668847.69,1645106.38,,12941.0,206.2319519357082,127.12359013986554,,79.10836179584265
257,75091.0,2748338.0,2504000.0,-115248.13,6108.0,449.95710543549444,409.9541584806811,-18.868390635232483,40.00294695481335
258,90169.0,2810864.09,1870467.82,28226.14,5753.0,488.5910116460977,325.12911872066746,4.906334086563532,163.46189292543022
259,49116.0,2881887.45,3398138.4,,5622.0,512.6089381003202,604.4358591248666,,-91.82692102454644
260,35065.0,2896018.4869999997,1946143.986,-323051.82,6286.0,460.7092725103404,309.5997432389437,-51.39227171492205,151.1095292713967
261,57020.0,2898110.0,2057822.0,,9135.0,317.25342090859334,225.2678708264915,,91.98555008210184
262,66663.0,2907863.63,4495865.09,428044.47,8062.0,360.6876246588936,557.6612614735798,53.09407963284544,-196.9736368146862
263,35992.0,2979189.0,1941942.0,-57844.83,10232.0,291.1638975762314,189.79104769351056,-5.653325840500391,101.37284988272086
264,28218.0,2983605.0,2713434.0,192936.56,11748.0,253.9670582226762,230.96986721144023,16.422928157984337,22.99719101123597
265,81413.0,3010754.0,1918512.4319999998,17211.06,18001.0,167.2548191767124,106.57810299427808,0.9561168823954226,60.67671618243432
266,77144.0,3014587.0,3532897.0,215435.96,8018.0,375.9774257919681,440.62072836118733,26.86903966076328,-64.64330256921926
267,56726.0,3022644.73,2752242.21,,5787.0,522.3163521686539,475.59049766718505,,46.72585450146886
268,87354.0,3024212.0,4941316.0,-45977.45,7558.0,400.1338978565758,653.7861868219105,-6.083282614448266,-253.65228896533472
269,24675.0,3059745.0,4057978.0,,3430.0,892.0539358600583,1183.0839650145772,,-291.03002915451884
270,44526.0,3083177.0,3013031.0,105136.13,17950.0,171.76473537604457,167.85688022284123,5.857166016713093,3.907855153203343
271,99248.0,3131695.0,5082545.0,1134427.73,9483.0,330.24306654012446,535.9638300115997,119.62751555414953,-205.72076347147527
272,66837.0,3233903.0,5499257.76,-331736.57,21300.0,151.82643192488263,258.18111549295776,-15.574486854460094,-106.35468356807513
273,13939.0,3245622.0,4465455.0,-35409.21,11799.0,275.07602339181284,378.4604627510806,-3.0010348334604626,-103.38443935926779
274,11082.0,3278758.81,2492398.44,-52362.57,10131.0,323.6362461751061,246.017021024578,-5.168549007995262,77.61922515052811
275,89364.0,3365375.0,2795365.75,128336.66,12835.0,262.20296065446047,217.79242306194,9.99896065446046,44.410537592520456
276,73331.0,3466522.18,1202727.288,,13931.0,248.83512884932884,86.33459823415404,,162.5005306151748
277,58326.0,3483939.53,5994594.09,553470.57,7914.0,440.2248584786454,757.4670318423048,69.93562926459438,-317.2421733636594
278,38712.0,3550449.0,6839015.0,,5487.0,647.0656096227447,1246.4033169309278,,-599.3377073081831
279,81914.0,3606911.0,2716606.48,-427183.66,10111.0,356.73138166353476,268.67831866284246,-42.24939768568885,88.0530630006923
280,61724.0,3625969.39,5007633.02,1149383.33,8881.0,408.283908343655,563.8591397365161,129.42048530570884,-155.5752313928611
281,90117.0,3654330.77,4467752.79,,9037.0,404.3743244439526,494.38450702666813,,-90.01018258271552
282,13537.0,3677153.0,2861580.77,3410.6,16121.0,228.09707834501583,177.50640593015322,0.21156255815396066,50.59067241486261
283,69842.0,3714685.67,2746353.57,,10105.0,367.6086759030183,271.78164967837705,,95.82702622464126
284,77422.0,3784199.41,2750090.09,-45424.71,19134.0,197.77356590362706,143.72792359151248,-2.374031044214487,54.04564231211458
285,39364.0,3887599.05,2289058.85,,18289.0,212.56487779539614,125.16041609710756,,87.40446169828859
286,26661.0,3895195.0,3205857.43,,23174.0,168.08470699922327,138.3385444895141,,29.746162509709166
287,53789.0,3961366.0,4682943.0,238390.33,12894.0,307.2255312548472,363.187761749651,18.488469830929112,-55.96223049480375
288,40442.0,3968126.0,3457885.0,34088.7,14676.0,270.3819841918779,235.61494957754155,2.322751430907604,34.76703461433635
289,17808.0,3970049.62,4017044.401,24910.64,14566.0,272.5559261293423,275.7822601263216,1.7101908554167238,-3.2263339969792924
290,77514.0,4044489.86,1975782.139,-570729.75,11408.0,354.5310185834502,173.19268399368863,-50.0289051542777,181.33833458976156
291,98905.0,4191506.0,4445552.0,823116.3,17942.0,233.61420131534945,247.77349236428492,45.876507635715086,-14.159291048935472
292,87226.0,4397780.869,2962415.3660000004,-933830.98,14103.0,311.83300496348295,210.05568786782956,-66.21505920726086,101.77731709565339
293,68541.0,4557931.0,3778298.23,,39643.0,114.97442171379562,95.30808036727795,,19.66634134651767
294,45786.0,4804046.0,4692447.0,722999.82,12642.0,380.00680272108843,371.1791646891315,57.19030374940674,8.827638031956951
295,58483.0,4920462.0,2632535.0,,13294.0,370.1265232435685,198.0242966751918,,172.1022265683767
296,86830.0,5021387.0,11070817.0,1978320.29,16576.0,302.9311655405405,667.8822997104247,119.34847309362935,-364.9511341698842
297,82011.0,5036335.1,4047839.0,,10904.0,461.87959464416724,371.2251467351431,,90.65444790902416
298,22369.0,5094293.65,4037360.15,,21234.0,239.91210558538197,190.1365804841292,,49.775525101252754
299,99483.0,5141306.0,8923224.0,1753287.86,9787.0,525.3199141718607,911.7425155818944,179.14456523960357,-386.42260141003374
300,67202.0,5190257.0,56988875.59,-7456986.26,110861.0,46.8176996418939,514.0570226680258,-67.26428825285718,-467.23932302613184
301,48161.0,5272812.84,4227374.61,,21388.0,246.53136525154292,197.65170235646158,,48.87966289508134
302,68398.0,5326480.94,6733998.3,,8953.0,594.9381145984587,752.1499273986373,,-157.21181280017856
303,19722.0,5506419.0,4244028.0,685619.88,18034.0,305.33542198070313,235.33481202173672,38.01818121326384,70.00060995896641
304,66946.0,5513790.47,7573350.23,178252.53,19077.0,289.02817371704145,396.98853226398285,9.343844944173613,-107.96035854694139
305,58288.0,5807766.545,9015660.135,614409.67,14469.0,401.39377600387036,623.1018131868132,42.463865505563625,-221.7080371829428
306,89106.0,5908205.32,7068437.39,1384844.33,14670.0,402.74064894342195,481.82940627130193,94.3997498295842,-79.08875732787999
307,73751.0,5948961.29,5644879.94,-807481.69,19468.0,305.5763966509143,289.95684918841175,-41.47738288473392,15.619547462502567
308,95677.0,5995770.22,6042728.3,,12461.0,481.16284567851693,484.9312494984351,,-3.7684038199181487
309,80779.0,6051415.12,6242101.24,,10782.0,561.2516342051567,578.937232424411,,-17.685598219254302
310,50727.0,6157572.23,8852020.059,178764.83,22045.0,279.3183139033795,401.5432097527784,8.109087321388069,-122.22489584939893
311,74313.0,6194037.0,6711129.0,-389493.94,15159.0,408.60459133188203,442.71581238868,-25.69390724981859,-34.111221056797945
312,49021.0,6276352.0,5081278.55,-1015221.06,43511.0,144.24747764933005,116.78147020293719,-23.332514996207856,27.466007446392865
313,29462.0,6277323.63,5081898.85,,10175.0,616.9359832923833,499.4495184275184,,117.4864648648649
314,82569.0,6284033.0,2332226.708,,24050.0,261.29035343035343,96.9740834927235,,164.31626993762995
315,45404.0,6453709.23,9246442.03,798351.41,27177.0,237.46952312617287,340.2304165286823,29.37599477499356,-102.76089340250945
316,62560.0,6460358.0,18564092.16,2366387.54,16156.0,399.87360732854665,1149.0524981431047,146.47112775439464,-749.178890814558
317,34541.0,6509773.0,11549848.0,-938474.23,27049.0,240.66593959111242,426.9972272542423,-34.69533919923102,-186.3312876631299
318,88000.0,6641474.946,2995411.76,-1025.08,8884.0,747.5770988293561,337.16926609635294,-0.11538496172895092,410.4078327330032
319,38596.0,6660334.0,6996763.0,-922848.49,21876.0,304.4584933260194,319.83740171877855,-42.18543106600841,-15.378908392759172
320,13667.0,6708260.0,7981593.0,-855252.76,25005.0,268.2767446510698,319.1998800239952,-34.20326974605079,-50.9231353729254
321,60761.0,6768244.0,14641929.0,2073821.34,26839.0,252.17944036663064,545.5467416818808,77.26894966280413,-293.3673013152502
322,26539.0,6901426.81,12310190.48,2143995.88,21362.0,323.07025606216644,576.2658215522891,100.3649414848797,-253.1955654901227
323,59763.0,6979196.0,3306650.0,,21869.0,319.13649458137087,151.2026155745576,,167.93387900681327
324,84014.0,6988341.0,6495642.0,-318460.38,15120.0,462.1918650793651,429.6059523809524,-21.062194444444444,32.5859126984127
325,84481.0,7086075.0,8800956.0,3774960.62,17442.0,406.26504987960095,504.5841073271414,216.42934411191376,-98.31905744754044
326,30991.0,7106472.0,10477266.0,-2043.49,25130.0,282.7883804218066,416.92264226024673,-0.08131675288499801,-134.13426183844012
327,16204.0,7108247.0,6902111.0,-1262069.95,19320.0,367.9216873706004,357.2521221532091,-65.32453157349896,10.669565217391323
328,85408.0,7236177.0,12964403.0,508909.92,21621.0,334.68280838074094,599.6208778502382,23.537760510614678,-264.9380694694973
329,20895.0,7371670.17,12724866.64,1873080.72,30780.0,239.49545711500974,413.41347108512025,60.853824561403506,-173.9180139701105
330,32237.0,7419397.65,5361900.222,-458922.56,37196.0,199.46762151844285,144.15260302183032,-12.337954618776212,55.31501849661254
331,31552.0,7433918.94,6290052.82,-116538.47,29871.0,248.86742794014262,210.57389508218674,-3.901391650764956,38.29353285795588
332,29497.0,7707729.93,5261689.08,-357373.55,37213.0,207.1246588557762,141.3938430118507,-9.60345981243114,65.73081584392551
333,37001.0,7751973.47,8576659.711000001,2184957.04,28543.0,271.58930280629227,300.4820695441965,76.54966331499843,-28.892766737904253
334,79636.0,7767775.0,6639457.5,58981.49,53498.0,145.19748401809414,124.10664884668586,1.102498971924184,21.090835171408287
335,50491.0,8089063.0,16033152.0,3395529.35,20959.0,385.9469917457894,764.9769550073954,162.00817548547164,-379.02996326160604
336,70767.0,8178450.31,7261502.09,,40223.0,203.3277057902195,180.53109141535936,,22.796614374860155
337,98704.0,8231807.47,8105793.85,83712.74,26326.0,312.6873611638684,307.9007008280787,3.1798503380688294,4.786660335789691
338,89217.0,8379737.33,25868635.87,8273636.8,20206.0,414.71529892111255,1280.2452672473523,409.464357121647,-865.5299683262398
339,76668.0,8385981.0,8788108.8,-1090288.81,33807.0,248.05457449640608,259.9493832638211,-32.25038631052741,-11.894808767415043
340,31434.0,8515155.0,7871239.0,323444.34,26302.0,323.7455326591134,299.26389628165157,12.297328720249412,24.481636377461825
341,94529.0,8563146.0,9534047.0,1297858.57,22068.0,388.03452963567156,432.03040601776326,58.81178946891427,-43.995876382091694
342,45002.0,8580932.4,10001658.77,-743360.22,28706.0,298.92469866926774,348.4170128196196,-25.895639239183446,-49.49231415035183
343,40788.0,8581439.0,11188278.01,1029126.45,29650.0,289.424586846543,377.3449581787521,34.709155143338954,-87.92037133220913
344,23307.0,8637428.75,14286146.19,-351373.9,32208.0,268.1765011798311,443.55893535767507,-10.909522478887233,-175.38243417784395
345,30613.0,8745971.2,9764057.32,-545487.55,36575.0,239.12429801777168,266.95987204374575,-14.914218728639783,-27.83557402597407
346,94506.0,8802394.0,8736406.0,-751505.85,22353.0,393.7902742361204,390.8381872679282,-33.619910079184,2.952086968192191
347,19503.0,8834919.0,13511722.0,1786736.84,44888.0,196.82139992871146,301.0096685082873,39.80433166993406,-104.18826857957583
348,45521.0,9310169.0,10012692.0,1041309.44,29792.0,312.5056726638024,336.08660042964556,34.95265306122449,-23.58092776584317
349,39481.0,9310950.57,9333526.57,-774807.83,25194.0,369.57015837104075,370.4662447408113,-30.753664761451137,-0.8960863697705577
350,79888.0,9438000.0,13356000.0,2384614.4,22057.0,427.8913723534479,605.5220564900031,108.11145668041891,-177.63068413655526
351,95878.0,9507570.0,8018263.493,,21557.0,441.0432806049079,371.9563711555411,,69.08690944936683
352,55105.0,9507912.0,7578242.0,-409032.49,35604.0,267.04617458712505,212.84805078081115,-11.488385855521852,54.1981238063139
353,14162.0,9686371.36,11088178.65,1388382.82,25008.0,387.330908509277,443.38526271593093,55.517547184900835,-56.054354206653954
354,70619.0,9707488.98,13214239.54,767008.61,23287.0,416.86301283978185,567.4513479623824,32.93720144286512,-150.5883351226006
355,82884.0,10003719.74,10066725.2,,20390.0,490.6189180971064,493.70893575281997,,-3.0900176557135524
356,53524.0,10161093.0,8321225.91,-322539.29,52740.0,192.66387940841867,157.77826905574517,-6.115648274554418,34.885610352673496
357,82795.0,10303087.0,18200535.0,3395486.14,21237.0,485.14794933371,857.0200593304139,159.88539530065452,-371.8721099967039
358,58564.0,10327768.0,11704591.0,556347.7,41406.0,249.42684635077043,282.6786214558277,13.436402936772447,-33.25177510505725
359,52899.0,10354990.0,14876225.81,2322777.07,25507.0,405.966597404634,583.2213043478262,91.06429881993178,-177.25470694319216
360,34484.0,10392418.0,10507054.0,,26658.0,389.8423737714757,394.1426213519394,,-4.30024758046369
361,86542.0,10690013.0,12884801.0,1253125.49,32592.0,327.99499877270495,395.3363095238095,38.44886751350025,-67.34131075110457
362,65847.0,10691860.88,11093060.0,130710.53,32699.0,326.9782219639745,339.247683415395,3.9973861585981223,-12.269461451420511
363,57165.0,10718293.95,9224831.0,-2141766.08,23258.0,460.84332057786565,396.63044973772463,-92.08728523518789,64.21287084014102
364,71837.0,11017658.0,9210273.545,-1992571.72,36372.0,302.9159243374024,253.22428090289233,-54.783122181898165,49.69164343451004
365,79763.0,11019957.0,19901363.37,816860.44,30733.0,358.5708196401263,647.5568076660268,26.579261380275273,-288.9859880259005
366,71281.0,11282241.0,18378882.0,1956765.45,39006.0,289.24373173357947,471.1808952468851,50.16575526842024,-181.93716351330562
367,19968.0,11305627.63,9476517.522,97760.97,65146.0,173.54292865256502,145.4658386086636,1.5006442452337827,28.07709004390142
368,97596.0,11312075.87,10653083.42,976968.6,45174.0,250.41120711028466,235.8233368751937,21.62678974631425,14.587870235090975
369,10940.0,11359633.0,19496468.0,2794804.37,38452.0,295.42372308332466,507.03391241027776,72.68293898886924,-211.6101893269531
370,61644.0,11364162.23,9280166.74,-240838.67,62142.0,182.8740985163014,149.33807634128289,-3.875618261401307,33.5360221750185
371,91069.0,11974980.0,12903482.29,-569431.67,23491.0,509.7688476437785,549.2947209569622,-24.240418458132904,-39.52587331318375
372,89242.0,12234932.0,15439336.0,1635203.19,65898.0,185.66469392090806,234.29142007344683,24.814155057816624,-48.626726152538765
373,15438.0,12389748.67,13137899.13,1102852.31,45293.0,273.5466555538383,290.06467069966664,24.349288190228073,-16.518015145828315
374,34102.0,12629000.0,15951000.0,-2650.5,51252.0,246.40989619917272,311.2268789510653,-0.05171505502224304,-64.8169827518926
375,53732.0,12723891.0,17699706.0,6256017.45,30344.0,419.3214803585552,583.3016741365674,206.16983423411548,-163.98019377801216
376,68184.0,13237477.0,13766098.0,-338678.1,47208.0,280.4074944924589,291.60519403490935,-7.174167513980681,-11.197699542450437
377,67879.0,13529598.43,14539004.6,,27168.0,497.99758649882216,535.1518183156654,,-37.154231816843264
378,18581.0,13542943.0,30333327.0,11449602.2,30774.0,440.0774354974979,985.6803470462079,372.0544030675245,-545.6029115487099
379,76089.0,13570204.0,11566437.26,,79654.0,170.36437592587941,145.2084924799759,,25.155883445903527
380,27990.0,13597160.88,10124188.23,-401883.36,54879.0,247.76619253266279,184.48201005849234,-7.323080959930028,63.28418247417045
381,91303.0,13714710.99,12172534.64,-1253464.22,50625.0,270.9078714074074,240.44512869135804,-24.759787061728396,30.462742716049377
382,71122.0,13997862.0,17997167.0,174538.76,52020.0,269.08615916955017,345.9663014225298,3.355224144559785,-76.88014225297962
383,25896.0,14314445.0,11937232.0,-2547979.51,81794.0,175.00605178863975,145.94263637919653,-31.15117869281365,29.063415409443223
384,98809.0,14554421.32,12367212.22,,25481.0,571.1872108629959,485.3503481025078,,85.83686276048815
385,45495.0,14938432.09,9247521.498,-3689629.38,45349.0,329.4103969216521,203.91897281086682,-81.3607660587885,125.49142411078526
386,52697.0,15462249.0,20675214.0,4461487.73,33299.0,464.34574611850206,620.8959428211058,133.98263401303345,-156.55019670260373
387,62210.0,15590124.0,12717543.0,112428.12,56085.0,277.97314790050814,226.75480074886335,2.004602300080235,51.21834715164479
388,69364.0,15696661.0,16360933.0,1425226.46,46293.0,339.07201952779036,353.42131639772754,30.787083576350636,-14.349296869937177
389,10191.0,16019597.0,25023388.0,9029800.73,32684.0,490.1357544976135,765.615836494921,276.27587596377435,-275.48008199730754
390,77150.0,16295450.67,16609133.14,-723613.84,44014.0,370.23335007043215,377.3602294724406,-16.44053801063298,-7.126879402008456
391,35670.0,16645122.0,13080518.26,-2604833.08,64001.0,260.0759675630068,204.37990437649412,-40.69988093936033,55.6960631865127
392,18029.0,16703292.0,18421973.0,6203465.48,37626.0,443.92951682347314,489.60753202572687,164.87177696273855,-45.67801520225373
393,39996.0,16908068.0,21420145.0,2251531.6,60944.0,277.43613809398795,351.4725813861906,36.944270149645575,-74.03644329220265
394,50138.0,17078769.31,1853167.04,,13383.0,1276.1540245087049,138.4717208398715,,1137.6823036688334
395,47342.0,17100722.0,20523312.0,-626288.42,37196.0,459.7462630390365,551.7612646521131,-16.837520701150662,-92.01500161307666
396,81068.0,17555621.12,13181088.99,-299479.55,72567.0,241.92292805269614,181.6402633428418,-4.126938553336916,60.282664709854345
397,42260.0,17603025.0,24069996.0,5242904.85,45329.0,388.339142712171,531.0065520968916,115.66336892497075,-142.6674093847206
398,93689.0,17648512.71,23285629.43,2576272.04,40958.0,430.89293202793107,568.5245722447385,62.900337907124374,-137.6316402168074
399,50102.0,17863786.0,23497534.0,3281469.92,72327.0,246.98640894824894,324.87914610034983,45.36991607560109,-77.89273715210089
400,29941.0,18222132.0,23249945.0,36704.98,58833.0,309.72637805313343,395.1854401441368,0.6238842146414428,-85.45906209100337
401,56503.0,18256065.08,22655624.43,4718787.44,43790.0,416.9003215345969,517.3698202786024,107.75947567937887,-100.46949874400553
402,74571.0,18256208.0,20481654.0,855887.67,71109.0,256.7355468365467,288.03181031936884,12.036277686368814,-31.296263482822155
403,42277.0,18539402.0,22075328.0,789160.16,77117.0,240.40616206543305,286.25760856879805,10.233283971108834,-45.851446503365
