,HIOS ID,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndPremiumMinusCostsPMM
111,41549.0,490382.0,1233461.0,,2542.0,192.91188040912667,485.23249409913456,,-292.3206136900079
113,84600.0,578805.78,419864.08,,2217.0,261.0761299052774,189.38388813712226,,71.69224176815516
114,82506.0,610525.0,558316.0,48327.14,2435.0,250.7289527720739,229.28788501026693,19.846874743326488,21.441067761806977
123,77150.0,841052.42,544300.5391,,3307.0,254.32489265195042,164.5904260961597,,89.73446655579073
124,28700.0,947270.0,3221773.0,530940.43,2558.0,370.31665363565287,1259.4890539483972,207.56076231430808,-889.1724003127443
126,18699.0,1059597.35,1138446.15,,2840.0,373.0976584507043,400.8613204225352,,-27.763661971830913
127,54362.0,1104887.0,2557657.0,1025644.49,2670.0,413.8153558052434,957.9239700374532,384.1365131086142,-544.1086142322097
128,41842.0,1111059.47,2838024.02,,2603.0,426.838059930849,1090.2896734537073,,-663.4516135228583
129,23489.0,1130375.27,1182640.54,,3322.0,340.2694972907887,356.0025707405178,,-15.73307344972909
130,34446.0,1166064.03,782782.61,,2780.0,419.4474928057554,281.5764784172662,,137.87101438848924
131,66699.0,1167062.43,3274884.0,2810015.23,2490.0,468.6997710843373,1315.2144578313253,1128.520172690763,-846.514686746988
132,33906.0,1257596.17,1435338.08,-64.1,3432.0,366.43245046620046,418.2220512820513,-0.018677156177156175,-51.78960081585086
133,73102.0,1273463.31,1134335.28,,4208.0,302.6291135931559,269.56636882129277,,33.06274477186315
134,89587.0,1277647.86,730562.83,922.26,3013.0,424.04509127115836,242.4702389644872,0.30609359442416195,181.57485230667115
135,53799.0,1327125.0,2016748.0,306657.04,4057.0,327.119792950456,497.1032782844466,75.58714320926792,-169.98348533399064
136,23620.0,1333475.87,986947.18,,2632.0,506.63976823708214,374.9799316109423,,131.65983662613985
137,99685.0,1351592.12,1182334.65,-106659.16,6183.0,218.59811094937734,191.22345948568653,-17.250389778424715,27.37465146369081
138,17808.0,1359755.98,734010.32,-7953.72,3908.0,347.9416530194473,187.82249744114634,-2.0352405322415557,160.11915557830096
139,37001.0,1389158.73,743344.81,-131960.47,3794.0,366.1462124406958,195.92641275698472,-34.781357406431205,170.2197996837111
140,67920.0,1406937.0,1111295.2,-583807.56,3535.0,398.0019801980198,314.36922206506364,-165.15065346534655,83.63275813295616
141,81839.0,1418806.48,1116925.2,-248705.2,3994.0,355.23447170756134,279.65077616424634,-62.26970455683526,75.583695543315
142,43129.0,1449222.67,2421683.0,316788.43,3878.0,373.70362815884477,624.4669932955131,81.68861010830325,-250.76336513666837
143,20895.0,1499865.65,3624000.93,,5603.0,267.6897465643405,646.7965250758523,,-379.1067785115118
144,70767.0,1592211.84,1578757.4,,5709.0,278.8950499211771,276.53834296724466,,2.3567069539324166
145,11593.0,1665613.5,3116413.943,617069.84,4163.0,400.09932740811917,748.59811265914,148.22720153735287,-348.4987852510209
146,73886.0,1686889.08,2092136.6,256671.44,4938.0,341.6138274605103,423.68096395301745,51.978825435398946,-82.06713649250713
147,69347.0,1690554.87,748514.99,,3239.0,521.9372861994443,231.09447051559124,,290.8428156838531
148,92137.0,1781624.24,1860916.19,939139.28,3267.0,545.3395286195287,569.6100979491888,287.4622834404653,-24.270569329660134
149,31552.0,1857278.33,1553781.03,-130203.17,5110.0,363.4595557729941,304.06673776908025,-25.48007240704501,59.392818003913874
150,39041.0,1895256.09,1119818.11,,3019.0,627.776114607486,370.92352103345485,,256.8525935740311
